FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.8757579,8757579,POINT (16.339151763567077 48.211378396869264),Josefstädter Straße,Josefstädter Straße,"N8, U6, 33, 46, 2",,4,https://anachb.vor.at?P=SQ&input=Wien%20Josefstädter%20Straße&start=1,
OEFFHALTESTOGD.8757580,8757580,POINT (16.43356424640316 48.2434603854093),Kagran,Kagran,"22A, 25, 27A, 26, 26A, 2, N26, U1, N25, 27B, 94A, 93A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Kagran&start=1,
OEFFHALTESTOGD.8757581,8757581,POINT (16.443292907709203 48.250297846640926),Kagraner Platz,Kagraner Platz,"22A, N23, N24, N20, 26, 24A, 25A, 26E, 31A, U1, N25",,4,https://anachb.vor.at?P=SQ&input=Wien%20Kagraner%20Platz&start=1,
OEFFHALTESTOGD.8757582,8757582,POINT (16.4154902187942 48.232331849195624),Kaisermühlen-VIC,Kaisermühlen-VIC,"VAL 3, N90, U1, N25, 20A, 92A, 92B",,4,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.8757583,8757583,POINT (16.400524343403493 48.19732682553138),Kardinal-Nagl-Platz,Kardinal-Nagl-Platz,"77A, N75, U3",,4,https://anachb.vor.at?P=SQ&input=Wien%20Kardinal-Nagl-Platz&start=1,
OEFFHALTESTOGD.8757584,8757584,POINT (16.368939703223433 48.20094942817976),Karlsplatz,Karlsplatz,"B01, 2, 1, U1, N49, 4A, 59A, N60, U4, B05, U2Z, N46, 096, 311, N62, 62",,4,https://anachb.vor.at?P=SQ&input=Wien%20Karlsplatz&start=1,
OEFFHALTESTOGD.8757585,8757585,POINT (16.368939703223433 48.20094942817976),Karlsplatz,Karlsplatz,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Karlsplatz&start=1,
OEFFHALTESTOGD.8757586,8757586,POINT (16.358986445323204 48.1968119538385),Kettenbrückengasse,Kettenbrückengasse,"N60, U4",,4,https://anachb.vor.at?P=SQ&input=Wien%20Kettenbrückengasse&start=1,
OEFFHALTESTOGD.8757587,8757587,POINT (16.364457099592634 48.18279831734915),Kliebergasse,Kliebergasse,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Kliebergasse&start=1,
OEFFHALTESTOGD.8757588,8757588,POINT (16.376530434606547 48.1781262320454),Keplerplatz,Keplerplatz,"14A, U1",,4,https://anachb.vor.at?P=SQ&input=Wien%20Keplerplatz&start=1,
OEFFHALTESTOGD.8757589,8757589,POINT (16.340939396634024 48.24007133804924),Krottenbachstraße,Krottenbachstraße,"N35, S45, 35A",,5,https://anachb.vor.at?P=SQ&input=Wien%20Krottenbachstraße&start=1,
OEFFHALTESTOGD.8757590,8757590,POINT (16.384579359272443 48.206065473952755),Mitte-Landstraße,Mitte-Landstraße,"S1, REX1, R1, R 21222, REX92, REX2, U3, 74A, REX7, CAT, 1, S2, O, R3, U4, N75, REX3, S4, S7, S3",,5,https://anachb.vor.at?P=SQ&input=Wien%20Mitte-Landstraße&start=1,
OEFFHALTESTOGD.8757591,8757591,POINT (16.384579333785798 48.2060384944216),Mitte-Landstraße,Mitte-Landstraße,"S1, REX1, R1, R 21222, REX92, REX2, U3, 74A, REX7, CAT, 1, S2, O, R3, U4, N75, REX3, S4, S7, S3",,4,https://anachb.vor.at?P=SQ&input=Wien%20Mitte-Landstraße&start=1,
OEFFHALTESTOGD.8757592,8757592,POINT (16.362687411346254 48.185541405319164),Laurenzgasse,Laurenzgasse,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Laurenzgasse&start=1,
OEFFHALTESTOGD.8757593,8757593,POINT (16.325146920919025 48.135995644813725),Schönbrunner Allee,Schönbrunner Allee,SEV ,,5,https://anachb.vor.at?P=SQ&input=Wien%20Schönbrunner%20Allee&start=1,
OEFFHALTESTOGD.8757594,8757594,POINT (16.325146920919025 48.135995644813725),Schönbrunner Allee,Schönbrunner Allee,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Schönbrunner%20Allee&start=1,
OEFFHALTESTOGD.8757595,8757595,POINT (16.400290861466598 48.25681452118094),Floridsdorf,Floridsdorf,"S1, CJX9, R1, 33, R 21222, N20, REX92, G3, 26, REX2, 2, 850, U6, REX 24312, N30, 29B, 30, 500, 25, SV900, 29A, 501, R 21170, REX 27305, 151, REX 2213, 31, 150, S3, REX1, N31, 502, REX 24212, 505,",,5,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.8757596,8757596,POINT (16.400290827667074 48.25678754189638),Floridsdorf,Floridsdorf,"S1, CJX9, R1, 33, R 21222, N20, REX92, G3, 26, REX2, 2, 850, U6, REX 24312, N30, 29B, 30, 500, 25, SV900, 29A, 501, R 21170, REX 27305, 151, REX 2213, 31, 150, S3, REX1, N31, 502, REX 24212, 505,",,4,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.8757597,8757597,POINT (16.361142389570404 48.22600969271365),Franz-Josefs-Bahnhof,Franz-Josefs-Bahnhof,"33, REX41, REX4, REX 19132, N38, 1, R40, S40, D, 31, E4, 5",,5,https://anachb.vor.at?P=SQ&input=Wien%20Franz-Josefs-Bahnhof&start=1,
OEFFHALTESTOGD.8757598,8757598,POINT (16.364870358848687 48.22702400576565),Friedensbrücke,Friedensbrücke,"33, D, U4, 31, 5",,4,https://anachb.vor.at?P=SQ&input=Wien%20Friedensbrücke&start=1,
OEFFHALTESTOGD.8757599,8757599,POINT (16.340059013316164 48.17934824888823),Flurschützstraße/Längenfeldgasse,Flurschützstraße/Längenfeldgasse,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Flurschützstraße/Längenfeldgasse&start=1,
OEFFHALTESTOGD.8757600,8757600,POINT (16.329108636218468 48.231179987968275),Gersthof,Gersthof,"42A, 40, N41, S45, 10A, 9, 41",,5,https://anachb.vor.at?P=SQ&input=Wien%20Gersthof&start=1,
OEFFHALTESTOGD.8757601,8757601,POINT (16.411115367441298 48.17949190411361),Zippererstraße,Zippererstraße,"71, D, U3, N71",,4,https://anachb.vor.at?P=SQ&input=Wien%20Zippererstraße&start=1,
OEFFHALTESTOGD.8757602,8757602,POINT (16.415301439931962 48.17433432614724),Enkplatz,Enkplatz,"11, N6, 71, 76B, N71, U3, 76A, D, 15A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Enkplatz&start=1,
OEFFHALTESTOGD.8757603,8757603,POINT (16.33755274237635 48.190721896452864),Gumpendorfer Straße,Gumpendorfer Straße,"6, N8, U6, 18, N6, 57A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Gumpendorfer%20Straße&start=1,
OEFFHALTESTOGD.8757604,8757604,POINT (16.335836907196718 48.159451747075806),Gutheil-Schoder-Gasse,Gutheil-Schoder-Gasse,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Gutheil-Schoder-Gasse&start=1,
OEFFHALTESTOGD.8757605,8757605,POINT (16.22357496755396 48.21039985367594),Hadersdorf,Hadersdorf,"450, 50B, S50",,5,https://anachb.vor.at?P=SQ&input=Wien%20Hadersdorf&start=1,
OEFFHALTESTOGD.8757606,8757606,POINT (16.42668313820962 48.17953687432581),Haidestraße,Haidestraße,"72A, 76B, S80, 76A",,5,https://anachb.vor.at?P=SQ&input=Wien%20Haidestraße&start=1,
OEFFHALTESTOGD.8757607,8757607,POINT (16.457782695724884 48.22088357797962),Hardeggasse,Hardeggasse,"95A, 25, 96A, U2, 92A, N26",,4,https://anachb.vor.at?P=SQ&input=Wien%20Hardeggasse&start=1,
OEFFHALTESTOGD.8757608,8757608,POINT (16.407028118246224 48.17502030823262),Geiselbergstraße,Geiselbergstraße,"11, N6, D, 69A, SV907, S7",,5,https://anachb.vor.at?P=SQ&input=Wien%20Geiselbergstraße&start=1,
OEFFHALTESTOGD.8757609,8757609,POINT (16.48670827184198 48.233462699832394),Hausfeldstraße,Hausfeldstraße,"595, N23, 95B, 540, U2, 26, 26E, 97A, 85A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Hausfeldstraße&start=1,
OEFFHALTESTOGD.8757610,8757610,POINT (16.365768700940226 48.249116579480685),Heiligenstadt,Heiligenstadt,"5B, 142, REX4, 10A, 413, 38A, S45, 38B, 11A, N36, REX41, 39A, U4, 400, REX 19132, R40, S40",,5,https://anachb.vor.at?P=SQ&input=Wien%20Heiligenstadt&start=1,
OEFFHALTESTOGD.8757611,8757611,POINT (16.365768685308325 48.249089600146135),Heiligenstadt,Heiligenstadt,"5B, 142, REX4, 10A, 413, 38A, S45, 38B, 11A, N36, REX41, 39A, U4, 400, REX 19132, R40, S40",,4,https://anachb.vor.at?P=SQ&input=Wien%20Heiligenstadt&start=1,
OEFFHALTESTOGD.8757612,8757612,POINT (16.379512901837128 48.23697504997021),Dresdner Straße,Dresdner Straße,"U6, N29, 5A, 2, 37A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Dresdner%20Straße&start=1,
OEFFHALTESTOGD.8757613,8757613,POINT (16.314870387679424 48.22325673455496),Hernals,Hernals,"445, 44A, 42A, S45, 43, 2, N43",,5,https://anachb.vor.at?P=SQ&input=Wien%20Hernals&start=1,
OEFFHALTESTOGD.8757614,8757614,POINT (16.365840529604437 48.2094807888373),Herrengasse,Herrengasse,"1A, 2A, U3",,4,https://anachb.vor.at?P=SQ&input=Wien%20Herrengasse&start=1,
OEFFHALTESTOGD.8757615,8757615,POINT (16.314412209092428 48.16610580844599),Hetzendorf,Hetzendorf,"S1, R3, R 21222, S4, 16A, S2, 64B, 62, S3",,5,https://anachb.vor.at?P=SQ&input=Wien%20Hetzendorf&start=1,
OEFFHALTESTOGD.8757616,8757616,POINT (16.303857101872556 48.18778743099592),Hietzing,Hietzing,"58A, 56A, N60, U4, 58B, 52, N54, 60, 49, 51A, 10, 56B",,4,https://anachb.vor.at?P=SQ&input=Wien%20Hietzing&start=1,
OEFFHALTESTOGD.8757617,8757617,POINT (16.468230130746626 48.23268189423833),Hirschstetten,Hirschstetten,"22A, R 2548, 95B, S80, SV910, 98A",,5,https://anachb.vor.at?P=SQ&input=Wien%20Hirschstetten&start=1,
OEFFHALTESTOGD.8757618,8757618,POINT (16.261061485619905 48.19740779223404),Hütteldorf,Hütteldorf,"WB 910, 49A, WB 918, WB 962, 453, 50B, WB 903, WB 920, WB 959, WB 901, 451, WB 968, WB 928, WB 930, WB 914, WB 965, WB 964, WB 952, WB 961, WB 908, WB 948, REX51, WB 904, WB 960, N49, WB 953, WB 917,",,5,https://anachb.vor.at?P=SQ&input=Wien%20Hütteldorf&start=1,
OEFFHALTESTOGD.8757619,8757619,POINT (16.261061524992662 48.197380812674325),Hütteldorf,Hütteldorf,"WB 910, 49A, WB 918, WB 962, 453, 50B, WB 903, WB 920, WB 959, WB 901, 451, WB 968, WB 928, WB 930, WB 914, WB 965, WB 964, WB 952, WB 961, WB 908, WB 948, REX51, WB 904, WB 960, N49, WB 953, WB 917,",,4,https://anachb.vor.at?P=SQ&input=Wien%20Hütteldorf&start=1,
OEFFHALTESTOGD.8757620,8757620,POINT (16.453219292597204 48.229588218717694),Erzherzog-Karl-Straße,Erzherzog-Karl-Straße,"25, N90, 26A, SV910, R81, 95A, 86A, R 2548, 96A, S80, 94A, 87A",,5,https://anachb.vor.at?P=SQ&input=Wien%20Erzherzog-Karl-Straße&start=1,
OEFFHALTESTOGD.8757621,8757621,POINT (16.413989969124273 48.19151834476109),Erdberg,Erdberg,"N75, U3",,4,https://anachb.vor.at?P=SQ&input=Wien%20Erdberg&start=1,
OEFFHALTESTOGD.8757622,8757622,POINT (16.440121869429483 48.21178543244496),Donaustadtbrücke,Donaustadtbrücke,"N90, U2, 92A, 93A, 92B, N91",,4,https://anachb.vor.at?P=SQ&input=Wien%20Donaustadtbrücke&start=1,
OEFFHALTESTOGD.8757623,8757623,POINT (16.47494941400763 48.22263115855332),Aspernstraße,Aspernstraße,"22A, 552, U2, 26A, 98A, 97A, 84A, 550, 93A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Aspernstraße&start=1,
OEFFHALTESTOGD.8757624,8757624,POINT (16.368265982368555 48.18434960781409),Blechturmgasse,Blechturmgasse,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Blechturmgasse&start=1,
OEFFHALTESTOGD.8757625,8757625,POINT (16.295448845883595 48.18948222865682),Braunschweiggasse,Braunschweiggasse,U4,,4,https://anachb.vor.at?P=SQ&input=Wien%20Braunschweiggasse&start=1,
OEFFHALTESTOGD.8757626,8757626,POINT (16.30635438874552 48.198264059318376),Breitensee,Breitensee,"49, S45, N49",,5,https://anachb.vor.at?P=SQ&input=Wien%20Breitensee&start=1,
OEFFHALTESTOGD.8757627,8757627,POINT (16.403695461409534 48.26777636718213),Brünner Straße,Brünner Straße,"R 21222, 502, N31, SV903, 505, 30, 500, R3, REX3, S4, 501, R 21170, 36B, 151, 31, S7, 150, S3",,5,https://anachb.vor.at?P=SQ&input=Wien%20Brünner%20Straße&start=1,
OEFFHALTESTOGD.8757628,8757628,POINT (16.33730115867541 48.20229054101177),Burggasse-Stadthalle,Burggasse-Stadthalle,"48A, 6, U6, 18",,4,https://anachb.vor.at?P=SQ&input=Wien%20Burggasse-Stadthalle&start=1,
OEFFHALTESTOGD.8757629,8757629,POINT (16.410971735961006 48.22899276792682),Donauinsel,Donauinsel,"U1, N25",,4,https://anachb.vor.at?P=SQ&input=Wien%20Donauinsel&start=1,
OEFFHALTESTOGD.8757630,8757630,POINT (16.38026735556661 48.20706219161387),Stubentor,Stubentor,"N60, 71, N66, N38, N75, 2, U3, 74A, 1, N25, 3A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Stubentor&start=1,
OEFFHALTESTOGD.8757631,8757631,POINT (16.349832567519183 48.180420438080006),Eichenstraße,Eichenstraße,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Eichenstraße&start=1,
OEFFHALTESTOGD.8757632,8757632,POINT (16.430959106933866 48.206116264694174),Donaumarina,Donaumarina,"VAL 3, 77A, 79A, N81, 79B, U2",,4,https://anachb.vor.at?P=SQ&input=Wien%20Donaumarina&start=1,
OEFFHALTESTOGD.8757633,8757633,POINT (16.316523176160697 48.14184344292252),Erlaaer Straße,Erlaaer Straße,U6,,4,https://anachb.vor.at?P=SQ&input=Wien%20Erlaaer%20Straße&start=1,
OEFFHALTESTOGD.8757634,8757634,POINT (16.382315472111827 48.15388464387838),Alaudagasse,Alaudagasse,"67A, N67, 19A, 16A, U1, N17, 67B, 17A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Alaudagasse&start=1,
OEFFHALTESTOGD.8757635,8757635,POINT (16.341990356586084 48.21713686765362),Alser Straße,Alser Straße,"N8, U6, 43, N43",,4,https://anachb.vor.at?P=SQ&input=Wien%20Alser%20Straße&start=1,
OEFFHALTESTOGD.8757636,8757636,POINT (16.424221783953804 48.237950217417435),Alte Donau,Alte Donau,"U1, N25, 20A, 20B",,4,https://anachb.vor.at?P=SQ&input=Wien%20Alte%20Donau&start=1,
OEFFHALTESTOGD.8757637,8757637,POINT (16.383420376871285 48.161656806420176),Altes Landgut,Altes Landgut,"N67, 15A, U1",,4,https://anachb.vor.at?P=SQ&input=Wien%20Altes%20Landgut&start=1,
OEFFHALTESTOGD.8757638,8757638,POINT (16.324599064565017 48.161225445411446),Am Schöpfwerk,Am Schöpfwerk,"U6, 16A, N65",,4,https://anachb.vor.at?P=SQ&input=Wien%20Am%20Schöpfwerk&start=1,
OEFFHALTESTOGD.8757639,8757639,POINT (16.350191990927215 48.19828495247829),Neubaugasse,Neubaugasse,"14A, U3, N71",,4,https://anachb.vor.at?P=SQ&input=Wien%20Neubaugasse&start=1,
OEFFHALTESTOGD.8757640,8757640,POINT (16.28873839432735 48.147283014120674),Atzgersdorf,Atzgersdorf,"S1, R3, 56A, 58A, R 21222, SV510, N66, S4, 58B, 66A, S2, 60A, S3",,5,https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf&start=1,
OEFFHALTESTOGD.8757641,8757641,POINT (16.337705424489947 48.178719253363255),Aßmayergasse,Aßmayergasse,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Aßmayergasse&start=1,
OEFFHALTESTOGD.8757642,8757642,POINT (16.39232274292899 48.21853450959927),Praterstern,Praterstern,"S1, REX1, CJX9, R1, 5B, R 21222, 71, REX92, 82A, 2, REX2, SV903, 1, S2, U1, N25, SV900, O, R3, U2, SV907, REX3, S4, U2Z, N81, 175, S7, 5, S3, 80A",,5,https://anachb.vor.at?P=SQ&input=Wien%20Praterstern&start=1,
OEFFHALTESTOGD.8757643,8757643,POINT (16.39232271336234 48.21850753013031),Praterstern,Praterstern,"S1, REX1, CJX9, R1, 5B, R 21222, 71, REX92, 82A, 2, REX2, SV903, 1, S2, U1, N25, SV900, O, R3, U2, SV907, REX3, S4, U2Z, N81, 175, S7, 5, S3, 80A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Praterstern&start=1,
OEFFHALTESTOGD.8757644,8757644,POINT (16.333815703097343 48.15017787212812),Purkytgasse,Purkytgasse,"66A, SEV N66, 67B",,5,https://anachb.vor.at?P=SQ&input=Wien%20Purkytgasse&start=1,
OEFFHALTESTOGD.8757645,8757645,POINT (16.333815703097343 48.15017787212812),Purkytgasse,Purkytgasse,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Purkytgasse&start=1,
OEFFHALTESTOGD.8757646,8757646,POINT (16.35835761488466 48.23563184898253),Spittelau,Spittelau,"REX41, N35, REX4, U4, REX 19132, 37A, N8, U6, R40, S40, D, 35A, E4, N36",,5,https://anachb.vor.at?P=SQ&input=Wien%20Spittelau&start=1,
OEFFHALTESTOGD.8757647,8757647,POINT (16.35835760315676 48.23560486958279),Spittelau,Spittelau,"REX41, N35, REX4, U4, REX 19132, 37A, N8, U6, R40, S40, D, 35A, E4, N36",,4,https://anachb.vor.at?P=SQ&input=Wien%20Spittelau&start=1,
OEFFHALTESTOGD.8757648,8757648,POINT (16.42024239320742 48.2708557420381),Siemensstraße,Siemensstraße,"S1, CJX9, REX1, REX 24212, REX2, 30A, REX7, REX 24312, 32A, S2, N30, REX 27345, 31A, SV901, REX 27305, S7, S3",,5,https://anachb.vor.at?P=SQ&input=Wien%20Siemensstraße&start=1,
OEFFHALTESTOGD.8757649,8757649,POINT (16.407333504675613 48.16695654642477),Grillgasse,Grillgasse,"REX 9423, REX 9457, REX 9415, REX 9421, SV700, REX6, R95, R 7435, REX63, REX 9411, REX64, S60, 15A, REX62",,5,https://anachb.vor.at?P=SQ&input=Wien%20Grillgasse&start=1,
OEFFHALTESTOGD.8757650,8757650,POINT (16.41999965513396 48.170179723235776),Simmering,Simmering,"72A, REX1, 11, 217, 71, 69A, U3, R 2548, REX81, S80, REX8, 272, 218, SV910, N71, D, 73A",,5,https://anachb.vor.at?P=SQ&input=Wien%20Simmering&start=1,
OEFFHALTESTOGD.8757651,8757651,POINT (16.41999961110097 48.170152743555214),Simmering,Simmering,"72A, REX1, 11, 217, 71, 69A, U3, R 2548, REX81, S80, REX8, 272, 218, SV910, N71, D, 73A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Simmering&start=1,
OEFFHALTESTOGD.8757652,8757652,POINT (16.386268136256312 48.19478502641583),Rennweg,Rennweg,"S1, REX1, CJX9, R 21222, 71, REX92, REX2, REX7, 1, 77A, S2, R3, O, SV907, REX3, S4, N71, D, S7, S3",,5,https://anachb.vor.at?P=SQ&input=Wien%20Rennweg&start=1,
OEFFHALTESTOGD.8757653,8757653,POINT (16.367655105882672 48.19835674139007),Resselgasse,Resselgasse,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Resselgasse&start=1,
OEFFHALTESTOGD.8757654,8757654,POINT (16.378183320704768 48.174148650366455),Reumannplatz,Reumannplatz,"6, 11, N67, N6, 7A, N66, 227, 65A, 66A, N65, 14A, 68B, U1, 68A, N68",,4,https://anachb.vor.at?P=SQ&input=Wien%20Reumannplatz&start=1,
OEFFHALTESTOGD.8757655,8757655,POINT (16.391316595812246 48.202518106741714),Rochusgasse,Rochusgasse,"74A, N75, U3, 4A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Rochusgasse&start=1,
OEFFHALTESTOGD.8757656,8757656,POINT (16.367493439763944 48.22213452795063),Roßauer Lände,Roßauer Lände,U4,,4,https://anachb.vor.at?P=SQ&input=Wien%20Roßauer%20Lände&start=1,
OEFFHALTESTOGD.8757657,8757657,POINT (16.330042754488208 48.17337588359109),"Meidling S+U, Schedifkaplatz","Meidling S+U, Schedifkaplatz",WLB,,6,"https://anachb.vor.at?P=SQ&input=Wien%20Meidling%20S+U,%20Schedifkaplatz&start=1",
OEFFHALTESTOGD.8757658,8757658,POINT (16.37112261471922 48.216915350367564),Schottenring,Schottenring,"N60, U4, 71, N66, N31, U2, N38, 2, U2Z, 1, D, N25, 3A, 31, E4",,4,https://anachb.vor.at?P=SQ&input=Wien%20Schottenring&start=1,
OEFFHALTESTOGD.8757659,8757659,POINT (16.362256253443515 48.21393447049287),Schottentor,Schottentor,"71, 2, 42, 1, 1A, 40A, N41, N25, 44, N60, 40, N66, U2, N38, 41, 38, D, 37, 43, N43",,4,https://anachb.vor.at?P=SQ&input=Wien%20Schottentor&start=1,
OEFFHALTESTOGD.8757660,8757660,POINT (16.377886873814607 48.21174357067371),Schwedenplatz,Schwedenplatz,"N60, U4, 71, N31, N66, N38, 2, U2Z, 2A, N29, D, U1, N25",,4,https://anachb.vor.at?P=SQ&input=Wien%20Schwedenplatz&start=1,
OEFFHALTESTOGD.8757661,8757661,POINT (16.40744130486774 48.19402743753725),Schlachthausgasse,Schlachthausgasse,"77A, 18, N75, 80A, U3",,4,https://anachb.vor.at?P=SQ&input=Wien%20Schlachthausgasse&start=1,
OEFFHALTESTOGD.8757662,8757662,POINT (16.328389896215832 48.197883767968484),Schweglerstraße,Schweglerstraße,"12A, 49, 9, N49, U3",,4,https://anachb.vor.at?P=SQ&input=Wien%20Schweglerstraße&start=1,
OEFFHALTESTOGD.8757663,8757663,POINT (16.31946972406869 48.18589483054359),Schönbrunn,Schönbrunn,"N60, U4, 10A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Schönbrunn&start=1,
OEFFHALTESTOGD.8757664,8757664,POINT (16.331659733266218 48.163448430207644),Schöpfwerk,Schöpfwerk,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Schöpfwerk&start=1,
OEFFHALTESTOGD.8757665,8757665,POINT (16.30969597995417 48.12991038426384),Siebenhirten,Siebenhirten,"SEV 207, N64, 266, 268, U6, 269, 260, 61B, 270",,5,https://anachb.vor.at?P=SQ&input=Wien%20Siebenhirten&start=1,
OEFFHALTESTOGD.8757666,8757666,POINT (16.30969597995417 48.12991038426384),Siebenhirten,Siebenhirten,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Siebenhirten&start=1,
OEFFHALTESTOGD.8757667,8757667,POINT (16.30969599376082 48.12988340436622),Siebenhirten,Siebenhirten,"SEV 207, N64, 266, 268, U6, 269, 260, 61B, 270",,4,https://anachb.vor.at?P=SQ&input=Wien%20Siebenhirten&start=1,
OEFFHALTESTOGD.8757668,8757668,POINT (16.383294806950484 48.23618233072993),Lorenz-Böhler-Unfallkrankenhaus,Lorenz-Böhler-Unfallkrankenhaus,"SV900, 5A, 37A",,5,https://anachb.vor.at?P=SQ&input=Wien%20Lorenz-Böhler-Unfallkrankenhaus&start=1,
OEFFHALTESTOGD.8757669,8757669,POINT (16.335351844633763 48.18511022448113),Längenfeldgasse,Längenfeldgasse,"N8, U6, N60, U4",,4,https://anachb.vor.at?P=SQ&input=Wien%20Längenfeldgasse&start=1,
OEFFHALTESTOGD.8757670,8757670,POINT (16.342493414128352 48.18828440498012),Margaretengürtel,Margaretengürtel,"6, 18, N60, U4",,4,https://anachb.vor.at?P=SQ&input=Wien%20Margaretengürtel&start=1,
OEFFHALTESTOGD.8757671,8757671,POINT (16.344227094824976 48.18045034161037),Marx-Meidlinger-Straße,Marx-Meidlinger-Straße,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Marx-Meidlinger-Straße&start=1,
OEFFHALTESTOGD.8757672,8757672,POINT (16.359139134709288 48.18062111066979),Matzleinsdorfer Platz,Matzleinsdorfer Platz,"S1, CJX9, R 21222, 309, REX92, REX2, B01, 1, 18, 1155, R3, 303, B05, 14A, S3, REX1, 7941, S2, S80, 7940, B24, 6, N6, REX3, S4, B25, 209, B23, 6011, 096, 62, N62, 311, 1158",,5,https://anachb.vor.at?P=SQ&input=Wien%20Matzleinsdorfer%20Platz&start=1,
OEFFHALTESTOGD.8757673,8757673,POINT (16.359139134709288 48.18062111066979),Matzleinsdorfer Platz,Matzleinsdorfer Platz,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Matzleinsdorfer%20Platz&start=1,
OEFFHALTESTOGD.8757674,8757674,POINT (16.36696340029157 48.19259026934945),Mayerhofgasse,Mayerhofgasse,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Mayerhofgasse&start=1,
OEFFHALTESTOGD.8757675,8757675,POINT (16.32892887445583 48.183660835722826),Meidling Hauptstraße,Meidling Hauptstraße,"63A, N60, 9A, 7A, U4, 10A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Meidling%20Hauptstraße&start=1,
OEFFHALTESTOGD.8757676,8757676,POINT (16.335783029516605 48.17550856996958),"Bhf. Meidling, Dörfelstraße","Bhf. Meidling, Dörfelstraße",WLB,,6,"https://anachb.vor.at?P=SQ&input=Wien%20Bhf.%20Meidling,%20Dörfelstraße&start=1",
OEFFHALTESTOGD.8757677,8757677,POINT (16.3439307528489 48.22097944826733),Michelbeuern-AKH,Michelbeuern-AKH,"N8, U6, 42, 40, 42E, 9, 41",,4,https://anachb.vor.at?P=SQ&input=Wien%20Michelbeuern-AKH&start=1,
OEFFHALTESTOGD.8757678,8757678,POINT (16.50408167760228 48.23463246328773),Aspern Nord,Aspern Nord,"99B, N84, U2, 89A, SV910, 95A, R 2548, 84A, REX81, S80, REX8, 99A",,5,https://anachb.vor.at?P=SQ&input=Wien%20Aspern%20Nord&start=1,
OEFFHALTESTOGD.8757679,8757679,POINT (16.50408158926443 48.234605483998884),Aspern Nord,Aspern Nord,"99B, N84, U2, 89A, SV910, 95A, R 2548, 84A, REX81, S80, REX8, 99A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Aspern%20Nord&start=1,
OEFFHALTESTOGD.8757680,8757680,POINT (16.384642145857477 48.21480835194291),Nestroyplatz,Nestroyplatz,"U1, 5A, N25",,4,https://anachb.vor.at?P=SQ&input=Wien%20Nestroyplatz&start=1,
OEFFHALTESTOGD.8757681,8757681,POINT (16.328003614575675 48.140647521353614),Neu Erlaa,Neu Erlaa,SEV 303,,5,https://anachb.vor.at?P=SQ&input=Wien%20Neu%20Erlaa&start=1,
OEFFHALTESTOGD.8757682,8757682,POINT (16.328003614575675 48.140647521353614),Neu Erlaa,Neu Erlaa,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Neu%20Erlaa&start=1,
OEFFHALTESTOGD.8757683,8757683,POINT (16.331183660218095 48.18105534657848),Niederhofstraße,Niederhofstraße,"U6, 63A, 10A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Niederhofstraße&start=1,
OEFFHALTESTOGD.8757684,8757684,POINT (16.50846535620879 48.22638352046452),Seestadt,Seestadt,"99B, N84, U2, 88B, 89A, 88A, 84A, 99A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Seestadt&start=1,
