FID,OBJECTID,SHAPE,TEXT13ID,F_TYP,T_TEXT,T_LANG,O,P,O_UEREG,O_REGION,O_LOKAL,P_WLD,P_WAS,P_WIE,P_WGT,P_LW,P_PK,P_GPK,P_GST,P_SGR,P_AGR,P_RGR,P_URB,Q_MOB,Q_SPI,Q_GRI,Q_HUN,Q_BAB,Q_WC,Q_SPO,Q_TRB,UMFANG,FLAECHE,SE_ANNO_CAD_DATA
OEFFGRUENFLOGD.2395,2395,"POLYGON ((16.34894027961765 48.1945756573733, 16.349091486825138 48.194655174370126, 16.34894033367674 48.19479121353803, 16.34823750431603 48.19543618428882, 16.34780688255075 48.19522216764905, 16.34868723598246 48.19444275519671, 16.34894027961765 48.1945756573733))",Loquaipark,L,Loquaipark,Loquaipark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,294.29661578,4213.20870054,
OEFFGRUENFLOGD.2396,2396,"POLYGON ((16.33957069213517 48.19614933778129, 16.339501701104552 48.19635348541733, 16.339396919156393 48.196406278572084, 16.339245727426576 48.196417344502294, 16.339135828653212 48.19638784982133, 16.33906439965273 48.19634153675764, 16.33921518926383 48.19598502623198, 16.33957069213517 48.19614933778129))",Europaplatz,L,Europaplatz,Europaplatz,1,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,133.86101623,1167.25496149,
OEFFGRUENFLOGD.2397,2397,"POLYGON ((16.35275760678257 48.19356151557568, 16.352757876366308 48.193563278203726, 16.352121143736024 48.19394095745203, 16.351963921481783 48.193817884002556, 16.352525948687568 48.19342887052495, 16.35253760645333 48.19339180068093, 16.35272318639658 48.193336190544905, 16.35275760678257 48.19356151557568))",Richard-Wald*,L,Richard-Waldemar-Park,Richard-Waldemar-Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12,1,186.13587575,1478.72935114,
OEFFGRUENFLOGD.2398,2398,"POLYGON ((16.361727393170526 48.18994117093277, 16.361523318607908 48.19012866800919, 16.361528714929428 48.19013203926548, 16.36132317224253 48.190312792301114, 16.361071712675212 48.19019087695631, 16.361114861699505 48.19014365322911, 16.360572576702776 48.18987144421607, 16.360957039285328 48.18946582462818, 16.361727393170526 48.18994117093277))",Schütte-Liho*,L,Schütte-Lihotzky-Park,Schütte-Lihotzky-Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,2,1,262.58547688,3870.45061712,
OEFFGRUENFLOGD.2399,2399,"POLYGON ((16.344618060583418 48.18848443713139, 16.344052370335397 48.188378447966315, 16.34371417791606 48.18831100035834, 16.342704351241732 48.18831969490778, 16.34342429409954 48.1874445326225, 16.344724457864796 48.18777044573531, 16.344798430644833 48.187788989524414, 16.34478029282969 48.18789719179789, 16.34469892575893 48.187895510820674, 16.344618060583418 48.18848443713139))",Bruno-Kreisk*,L,Bruno-Kreisky-Park,Bruno-Kreisky-Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,23,1,449.11629119,10704.11254085,
OEFFGRUENFLOGD.2400,2400,"POLYGON ((16.3512569216444 48.18278837088281, 16.350942227180486 48.183191139107166, 16.350877275648088 48.18319620618577, 16.350417782315606 48.18283063451024, 16.350378112508732 48.182785953964334, 16.35056537100301 48.18254901586164, 16.3512569216444 48.18278837088281))",Ernst-Lichtb*,L,Ernst-Lichtblau-Park,Ernst-Lichtblau-Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,124,1,201.97868183,2474.80154843,
OEFFGRUENFLOGD.2401,2401,"POLYGON ((16.40435936515533 48.195949751786145, 16.404465156054 48.1960590119775, 16.403775776890434 48.19636406467843, 16.403656395040514 48.196237949608516, 16.403521196266798 48.19609526203983, 16.40421891320854 48.19580453836549, 16.40435936515533 48.195949751786145))",Bock-Park,L,Bock-Park,Bock-Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,191.65764468,2116.54695641,
OEFFGRUENFLOGD.2402,2402,"POLYGON ((16.404339976609506 48.19660261269617, 16.40436680556863 48.196650373108916, 16.4039887019949 48.19676357418765, 16.403735184385344 48.196487182954456, 16.4040777228349 48.196335502082626, 16.404339976609506 48.19660261269617))",Bock-Park,L,Bock-Park,Bock-Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.59641445,1199.74000748,
OEFFGRUENFLOGD.2403,2403,"POLYGON ((16.39100589333887 48.20992928476764, 16.39100291205938 48.20993208936515, 16.390891580264505 48.2100368284715, 16.390684252662297 48.21020592241434, 16.390113299315235 48.20989255535228, 16.39031686016651 48.209741261700934, 16.390630278403805 48.2094918342179, 16.39093066551697 48.20925252851367, 16.391267420376455 48.208984539704424, 16.391763134502327 48.20932234414769, 16.391490087792356 48.20954758251104, 16.39114950786592 48.20980425227139, 16.391062423713514 48.20974706140791, 16.391125846181065 48.20968245195374, 16.39126925736224 48.2095569139834, 16.39132436818171 48.20946463101278, 16.391271867512618 48.209416683046356, 16.391183482624317 48.20937059676929, 16.391073037136128 48.20934666308124, 16.390901913313137 48.2093725768471, 16.390581910724567 48.20962679076969, 16.390536713712038 48.20990599362063, 16.390778291321567 48.20993540077488, 16.390930054478734 48.209874439245304, 16.39100589333887 48.20992928476764))",Kolonitzplatz,L,Kolonitzplatz,Kolonitzplatz,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12,0,540.15265996,4431.86611223,
OEFFGRUENFLOGD.2404,2404,"MULTIPOLYGON (((16.383114252842816 48.191920735881425, 16.382912585419973 48.1919349133086, 16.382845020420255 48.19203274190896, 16.382730662904052 48.192146327581256, 16.382565172711477 48.19223773141917, 16.382402504954612 48.192327448553385, 16.382135968822357 48.19237701831863, 16.381567380083627 48.192323285626266, 16.381379419678535 48.19332329146688, 16.381416383862184 48.193322821830726, 16.38096770245499 48.195326112576566, 16.38096934416565 48.19532843937465, 16.380967300901947 48.19532837452261, 16.380716179234103 48.1965762783675, 16.37916821288596 48.19643876983261, 16.379776024401522 48.19265412403779, 16.379805414081837 48.19265503196131, 16.37998628005392 48.19182084347199, 16.379437792793627 48.191685872243355, 16.37966523407068 48.19135416180797, 16.37972708810807 48.191335589843014, 16.380750466150275 48.189401376785135, 16.380846834110592 48.18921922683604, 16.380967291515066 48.189008963618136, 16.38106551156968 48.18889932048571, 16.38110930361356 48.188839161254634, 16.381232286881797 48.18859910675356, 16.381289770213655 48.18850887057964, 16.381666251799547 48.188551721040845, 16.38204446188012 48.18857011884334, 16.38251195625931 48.18856908729837, 16.382524251402202 48.18869686052551, 16.382016204047883 48.188749490683726, 16.381923378204586 48.18943189995024, 16.38194063022409 48.189432348121336, 16.382015501673987 48.19083673317017, 16.382949933972398 48.19079137266037, 16.3830364003219 48.19130065758049, 16.383114252842816 48.191920735881425), (16.380948491920524 48.189965061239064, 16.380708714745044 48.19046146715736, 16.380839312547135 48.19077280606966, 16.38102579040519 48.190846927206586, 16.381267449829743 48.190805238842586, 16.381477571563384 48.19054266684389, 16.381446044117954 48.19002500791369, 16.381316633717628 48.18984069821932, 16.381129538282117 48.18983009230173, 16.380948491920524 48.189965061239064), (16.380043802304584 48.19161060535221, 16.381652018028344 48.19176061484771, 16.381725593641907 48.191462123706266, 16.380102323206163 48.191313807228006, 16.380043802304584 48.19161060535221)))",Belvedere,R,Belvedere,Belvederegarten,10,110100,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2836.44433568,114621.30896831,
OEFFGRUENFLOGD.2405,2405,"MULTIPOLYGON (((16.37673037564965 48.19856216177637, 16.376452003361507 48.19866511957362, 16.376179466051116 48.198662124064, 16.375635766180537 48.19852151243753, 16.375399320362828 48.19839653247312, 16.375329028496715 48.198300441763315, 16.375286981548804 48.19819731499132, 16.375292121867716 48.19806044853089, 16.375441945224082 48.19749298254036, 16.375615647961567 48.19753311167853, 16.37567389157329 48.19754658141065, 16.37572533770247 48.1976291886367, 16.375697590119778 48.1977517304727, 16.376012894141574 48.1977504971575, 16.37622420652273 48.19773412334859, 16.3761995018318 48.19779511662275, 16.376435322160322 48.19781161567813, 16.376610394635073 48.19789586523542, 16.376653399561324 48.197844701268075, 16.376879101278693 48.19799244695136, 16.37706453336709 48.19807725420957, 16.37714690742313 48.197967620251994, 16.37727335735353 48.197974319876614, 16.377490115502155 48.19803635074239, 16.376970533664355 48.19839598397568, 16.37673037564965 48.19856216177637), (16.376007926556703 48.1982125241857, 16.375934383572865 48.19824430648472, 16.375860856610576 48.198296886388505, 16.37585039713843 48.19835675049895, 16.37585044328476 48.19841633038381, 16.375897784907103 48.19847617537241, 16.375942469424952 48.19850594982623, 16.375981897007062 48.19852532726019, 16.376092260171074 48.19854636711951, 16.37617634213266 48.19853931142305, 16.376270892053242 48.198518201039725, 16.376333921194313 48.198476023382945, 16.37636539471319 48.198419804897654, 16.376375864402632 48.19835656739083, 16.37633901732675 48.198286320991286, 16.376296958115088 48.19824052709644, 16.37620759887306 48.19820542823416, 16.376118258976877 48.198198433922634, 16.376007926556703 48.1982125241857)))",SchwarzenPla,L,Schwarzenbergplatz,Schwarzenbergplatz,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,626.56719257,10534.02984974,
OEFFGRUENFLOGD.2406,2406,"POLYGON ((16.382571441876202 48.19916361461776, 16.382873721885204 48.19917838732787, 16.382815435983172 48.19987341563274, 16.382755637568593 48.20023963184704, 16.382669025858974 48.20056229767259, 16.38257269350482 48.20054603653853, 16.38192053486986 48.20043753675295, 16.38201582904726 48.2001674224166, 16.382125296636584 48.199678092392844, 16.382203111056693 48.19914549609973, 16.382571441876202 48.19916361461776))",Modenapark,L,Modenapark,Modenapark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,12,1,407.53017785,8034.33068581,
OEFFGRUENFLOGD.2407,2407,"POLYGON ((16.402003872637387 48.197130922088704, 16.402278379429355 48.19740533730799, 16.401147803616535 48.197848897841574, 16.400843330370638 48.19752222389544, 16.400588667597464 48.1972489173678, 16.400693187623638 48.197203330598036, 16.40085881575252 48.19713072971692, 16.40132081630118 48.19692868353781, 16.40165504927984 48.196782353872244, 16.402003872637387 48.197130922088704))",Kardinal-Nag*,L,Kardinal-Nagl-Park,Kardinal-Nagl-Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,12,1,354.14127995,7776.33808544,
OEFFGRUENFLOGD.2408,2408,"POLYGON ((16.393614074776508 48.20145750009203, 16.39373717590376 48.20160161088278, 16.39382494996884 48.20170414490459, 16.39340929671141 48.20190473293623, 16.39345035826402 48.20194068519179, 16.39289360295338 48.20223324038932, 16.392471385333064 48.201804585760335, 16.392949629593414 48.20148348841926, 16.393074501610258 48.201286665488425, 16.393614074776508 48.20145750009203))",Rochuspark,L,Rochuspark,Rochuspark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,302.97415553,5393.36663651,
OEFFGRUENFLOGD.2409,2409,"POLYGON ((16.341845345217337 48.188262724463414, 16.341348144218212 48.1883998948691, 16.340396883054076 48.18839824852863, 16.33974405649232 48.18835611568345, 16.339399082952333 48.18832268230132, 16.339212543297275 48.188327465672224, 16.33917716675633 48.188241469084566, 16.33921401127955 48.18814169922091, 16.339384936747066 48.1879435632131, 16.339703531293743 48.1877482318276, 16.34011857595667 48.18767936408767, 16.340412292933085 48.18772994012532, 16.34135214101549 48.18803173521448, 16.341675862388435 48.18804773853794, 16.34191740044201 48.187980277403035, 16.341845345217337 48.188262724463414))",Stadtwildnis*,L,Stadtwildnis Gaudenzdorf.,Stadtwildnis Gaudenzdorfer Gürtel,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,485.53419363,10939.64970596,
OEFFGRUENFLOGD.2410,2410,"POLYGON ((16.40289568811678 48.18449017614878, 16.401897592871162 48.18419566230121, 16.40181044033736 48.18418868668745, 16.401808667287757 48.18396217108917, 16.401849640296454 48.18392505063082, 16.40155940197168 48.18369139277464, 16.401635004007655 48.18365790569728, 16.401917912967814 48.1838912869753, 16.402305192293113 48.18397649997786, 16.402798008681003 48.18414315146131, 16.40303482054452 48.18413851711444, 16.403224522000283 48.18399563912982, 16.403213281112812 48.18414206603637, 16.40289568811678 48.18449017614878))",Park Seippga*,L,Park Seippgasse,Parkanlage Seippgasse,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,363.78495463,3682.59837193,
OEFFGRUENFLOGD.2411,2411,"POLYGON ((16.401257328708233 48.19289105498876, 16.40092897971467 48.193080660060396, 16.40065996994972 48.19286975191242, 16.40098052031215 48.192678185193664, 16.401257328708233 48.19289105498876))",Pauluspark,L,Pauluspark,Pauluspark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.40799441,998.33181706,
OEFFGRUENFLOGD.2412,2412,"POLYGON ((16.40165557464338 48.19319097651085, 16.401345243935232 48.19337776210256, 16.401070050158125 48.19316770199915, 16.40139168507399 48.192986812057875, 16.40165557464338 48.19319097651085))",Pauluspark,L,Pauluspark,Pauluspark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.34724659,950.67431638,
OEFFGRUENFLOGD.2413,2413,"POLYGON ((16.402109596300136 48.192933004651074, 16.40179253505861 48.19311417457539, 16.401539803679317 48.192904664814634, 16.401834273834886 48.192724914147185, 16.402109596300136 48.192933004651074))",Pauluspark,L,Pauluspark,Pauluspark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,121.47574613,921.69834566,
OEFFGRUENFLOGD.2414,2414,"POLYGON ((16.401730315874424 48.192631949704435, 16.40140773881247 48.19281284114028, 16.401126374485024 48.19260306524692, 16.40144047919477 48.19242133675015, 16.401730315874424 48.192631949704435))",Pauluspark,L,Pauluspark,Pauluspark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.339906,981.27161935,
OEFFGRUENFLOGD.2415,2415,"POLYGON ((16.406176741761737 48.19216982746247, 16.405258787487725 48.1927701179108, 16.40516677095219 48.19276202272898, 16.405106526320097 48.192668473874825, 16.404975378789118 48.192663212413606, 16.404278489204987 48.19212740841919, 16.404258597871696 48.19205350778626, 16.404146348231276 48.19209910241858, 16.40492008582648 48.191422465034236, 16.404629226301 48.191239230604644, 16.403251858738134 48.19204845744109, 16.403180503263787 48.19199507950384, 16.403620728082178 48.1917347687451, 16.40455908249907 48.19119504025016, 16.40513880069894 48.19086166327118, 16.405528056861293 48.19059837743933, 16.40561172681173 48.19063935834196, 16.405685894636914 48.19067439323632, 16.405152850829264 48.19170532978822, 16.40594536155632 48.19198026754479, 16.406176741761737 48.19216982746247))",Parknanlage *,L,Parknanlage Baumgasse,Parknanlage Baumgasse,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,952.31667896,15950.74538522,
OEFFGRUENFLOGD.2416,2416,"POLYGON ((16.365115231783665 48.198317555504666, 16.365052394485037 48.19827229784253, 16.36495761163512 48.19817367897899, 16.364860985160565 48.19807309278698, 16.364755742267203 48.19796351367184, 16.364686039983464 48.19786998026038, 16.364715763649308 48.19784741612573, 16.364712999161863 48.19784469727332, 16.364903697028172 48.19769930158033, 16.364906580198177 48.197702565385995, 16.364955300002226 48.19766558032997, 16.364998079087325 48.197651727243155, 16.364995962630214 48.19767229880715, 16.365457770822932 48.19816737021391, 16.365275253862258 48.198241281443494, 16.365275138171995 48.198241272479684, 16.365115231783665 48.198317555504666))",Kühnplatz,L,Kühnplatz,Kühnplatz,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,191.58567386,2018.04262115,
OEFFGRUENFLOGD.2417,2417,"POLYGON ((16.365466379384465 48.18162071011827, 16.36367076634994 48.18076202248472, 16.363985444272615 48.18041345916013, 16.36407931690602 48.18030945219632, 16.364028623197328 48.18006552342249, 16.364579682105205 48.180066512147086, 16.3648150681129 48.179917783852645, 16.364971930661365 48.1798286558463, 16.36496908088297 48.17978256630202, 16.365165911265724 48.17972715165079, 16.36513446676184 48.17952228322155, 16.36574508585481 48.17951931674168, 16.365977986202736 48.17951813219607, 16.366034546144313 48.1798935844708, 16.366120398856985 48.18000035655229, 16.36628918863751 48.18005146122627, 16.366372829484103 48.18005228186084, 16.36637370708977 48.18017003706935, 16.366525108336916 48.180398762093496, 16.366684921953972 48.18041277152653, 16.367115662035676 48.18074877755596, 16.367483500470993 48.180733501512286, 16.36763017299022 48.181440833802846, 16.367434787068724 48.18144791370982, 16.36574623298512 48.18150569404197, 16.36568931427205 48.18144275619667, 16.365466379384465 48.18162071011827))",Waldmüllerpa*,L,Waldmüllerpark,Waldmüllerpark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1234,1,895.96865569,39520.24319772,
OEFFGRUENFLOGD.2418,2418,"MULTIPOLYGON (((16.389669460437517 48.1878861419374, 16.389711458599855 48.187920408951804, 16.389581072640986 48.18798370278953, 16.38659793840742 48.18813063069552, 16.385235473170294 48.18819557977297, 16.385156535872884 48.18778417420572, 16.38503532039454 48.18746018888595, 16.38472574950456 48.18720120351016, 16.382860232843935 48.18614021724952, 16.383101313593965 48.185922595518925, 16.384122111345725 48.18642719870837, 16.384274500880633 48.18628521031642, 16.38472529112695 48.18586486916421, 16.384195036241472 48.18560091683049, 16.38439794003186 48.18542096742093, 16.383919801925707 48.1851839715084, 16.38399877393945 48.18511255496638, 16.384292069116913 48.18481509413614, 16.384436137081856 48.18455170058823, 16.38469329289344 48.18402689464142, 16.384768572334092 48.18399707273903, 16.384858154647286 48.18401361553242, 16.384950996867705 48.184068378933226, 16.38564461980811 48.18445788100742, 16.38568370112374 48.18454386175488, 16.385579025932838 48.18463046658724, 16.385424374108222 48.18463306290205, 16.38528215158423 48.1845561194978, 16.385030994475034 48.18431593887741, 16.384929358174542 48.1843631965127, 16.38520841031042 48.18464805001242, 16.385330865447358 48.1847306227408, 16.38550721218727 48.184771297962946, 16.385699498020116 48.1847450781029, 16.38585203332759 48.18464243372638, 16.386030249286115 48.18467046017989, 16.387379854492707 48.18541714491636, 16.38655301937671 48.18607823164806, 16.38669363616055 48.186158546621826, 16.386928669635825 48.18597408199831, 16.389251400386833 48.18729980981751, 16.38914375420429 48.18737939373326, 16.38851846045702 48.18718211077588, 16.38820643834457 48.18705325684393, 16.387860181285756 48.18697387925518, 16.387454124317337 48.186935278312205, 16.38700507278373 48.18693800801043, 16.387022458449596 48.18724629834893, 16.387603994781408 48.18725278394638, 16.388190029979523 48.187321654957046, 16.388415000450554 48.18738225687332, 16.388325067351317 48.187473354052194, 16.38823522272984 48.18743067712308, 16.388163050849712 48.18750411693659, 16.388162108774313 48.1875034770471, 16.388133717463955 48.18748964036994, 16.3881314209389 48.18747956901534, 16.388123601331234 48.187460596884726, 16.388094391555878 48.187435339191914, 16.388044474652556 48.18741422773516, 16.3878990536901 48.18737652193029, 16.387574143703237 48.187392406123394, 16.387462312808047 48.187591026261494, 16.387508395968794 48.187678599505176, 16.387805515380673 48.18768937579226, 16.387760932691474 48.187752960757955, 16.387768318104737 48.18780832233055, 16.38781967086233 48.18784736302055, 16.38788930962642 48.18785098558134, 16.387966245573082 48.18782902991637, 16.38806334542564 48.18780425470092, 16.388145822873607 48.18780815188515, 16.388217325796422 48.18784240607201, 16.388274140721393 48.18784715746987, 16.38840237384189 48.18779089158858, 16.38844806509756 48.187692789031935, 16.388537859922195 48.18769134243185, 16.388537817453198 48.18764974885709, 16.388468181495988 48.18764865647762, 16.38838935519358 48.18761918387221, 16.388480899376592 48.18753707912041, 16.388391054314102 48.187495526464986, 16.38848316367829 48.18740077430109, 16.38871266588237 48.18746277920584, 16.389003979045622 48.18760344488318, 16.389164068437204 48.187643278400266, 16.389355191022524 48.1876552750169, 16.389671438028685 48.187842861195485, 16.389669460437517 48.1878861419374), (16.38592468695609 48.186061643681164, 16.385939813127383 48.18626454646109, 16.386214447369763 48.18641731155014, 16.38654434153272 48.186141750019424, 16.386120072601397 48.185900805083705, 16.38592468695609 48.186061643681164)))",Schweizergar*,L,Schweizergarten,Schweizergarten,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,129,1,2739.8033556,94645.45800522,
OEFFGRUENFLOGD.2419,2419,"MULTIPOLYGON (((16.38972875161788 48.185804478234644, 16.388635155359612 48.18518274324944, 16.38869129943532 48.185114369132336, 16.386490074459875 48.183879418520625, 16.386671478007482 48.18373263695736, 16.386581458907592 48.18367815518955, 16.388175638446167 48.18240883777615, 16.391824038596177 48.18445195818896, 16.390242731333586 48.185729750815405, 16.390202361052374 48.185762370234116, 16.3900556953127 48.185687683146014, 16.389915677246872 48.18579622946306, 16.389807030438398 48.18573543943616, 16.38972875161788 48.185804478234644), (16.387556889272552 48.18373111952434, 16.38999509836912 48.18509865613555, 16.390447247522474 48.18473421791819, 16.388025591656724 48.18336836955565, 16.387556889272552 48.18373111952434)))",Schweizergar*,L,Schweizergarten / Arsenal,Arsenal,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1714.56147316,61056.70573836,
OEFFGRUENFLOGD.2420,2420,"POLYGON ((16.37868694667011 48.17910577230575, 16.37858701585905 48.17956755554311, 16.37781278191058 48.17943294107375, 16.37789178025755 48.1790307462221, 16.37868694667011 48.17910577230575))",Humboldpark,L,Humboldpark,Humboldpark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1234,0,216.20039386,2880.6701644,
OEFFGRUENFLOGD.2421,2421,"POLYGON ((16.39956241243217 48.194270344899024, 16.39938054688933 48.194375420142805, 16.399127061768443 48.19453406463199, 16.39872423830436 48.19422486223049, 16.399148837397572 48.19396778059643, 16.39956241243217 48.194270344899024))",Joe-Zawinul-*,L,Joe-Zawinul-Park,Joe-Zawinul-Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12,1,177.44371688,1956.83964322,
OEFFGRUENFLOGD.2422,2422,"POLYGON ((16.322893082667925 48.17139954510693, 16.326439224642865 48.17292453098276, 16.326314720766575 48.1730054595949, 16.32581244951865 48.17287220369117, 16.325077566508323 48.17274285815508, 16.325060465432028 48.17273779782757, 16.324887267394452 48.17266836416885, 16.32429083149642 48.172428859855884, 16.323093752850106 48.17185035378836, 16.322746451082985 48.17172384675247, 16.322216643040377 48.17152846283826, 16.322036458076564 48.17142277049958, 16.321963787475276 48.171380043749615, 16.32189816718636 48.171416289216744, 16.321345507464997 48.171228205464175, 16.321316995610328 48.171259958724804, 16.32128253705465 48.171399630933955, 16.32029800380691 48.171317436942765, 16.319679661206262 48.171380021688115, 16.319646704133472 48.17122404101723, 16.31962135498049 48.17120043015397, 16.319621099800887 48.171199586552014, 16.319487653691677 48.17101436340659, 16.319760197827176 48.17094723368093, 16.320059238047353 48.17084497762024, 16.32051736193362 48.170669391758224, 16.32108854975899 48.17040557180768, 16.32128449194014 48.170678486112216, 16.322233550270525 48.1711515916667, 16.322737807257916 48.171355685205285, 16.322893082667925 48.17139954510693))",Park Schwenk*,L,Park Schwenkgasse,Parkanlage Schwenkgasse,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,12,1,1252.49188127,24604.02979145,
OEFFGRUENFLOGD.2423,2423,"POLYGON ((16.36572657009159 48.19146989563972, 16.365273944357817 48.19188875759965, 16.36477789143879 48.19161964860779, 16.3652613251878 48.191218486577384, 16.36572657009159 48.19146989563972))",Rubenspark,L,Rubenspark,Rubenspark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,24,1,206.71568156,2636.27896772,
OEFFGRUENFLOGD.2424,2424,"POLYGON ((16.36922862795437 48.19366243687213, 16.369094922009438 48.19388533766244, 16.368621653761295 48.193764346008145, 16.368765567528072 48.19354116137221, 16.36922862795437 48.19366243687213))",Brahmsplatz,L,Brahmsplatz,Brahmsplatz,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,128.3736602,1002.24420451,
OEFFGRUENFLOGD.2425,2425,"POLYGON ((16.346713427389933 48.181260877602476, 16.347395252930475 48.18147131033569, 16.34662205262824 48.18237183001073, 16.34610540551508 48.182973578336544, 16.344927311405485 48.18257010471077, 16.3453418560197 48.181938860486014, 16.345924836310903 48.181051293599914, 16.346713427389933 48.181260877602476))",Haydnpark,L,Haydnpark,Haydnpark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25,1,594.45222696,20529.75788144,
OEFFGRUENFLOGD.2426,2426,"POLYGON ((16.355211583416843 48.175814659957396, 16.35486258113142 48.17596001398104, 16.35477357715282 48.17597857704228, 16.35468482936078 48.175969598233316, 16.352349510220883 48.17545396656505, 16.35335808095441 48.175017929048316, 16.353582066490613 48.17492093640861, 16.35412545765153 48.17468618563003, 16.355211583416843 48.175814659957396))",Martin-Luthe*,L,Martin-Luther-King-Park,Martin-Luther-King-Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,24,1,533.59311641,14457.98439329,
OEFFGRUENFLOGD.2427,2427,"POLYGON ((16.380188113999647 48.17672256326667, 16.379080883895806 48.17679464826614, 16.379019046013013 48.17632589944405, 16.380117250023115 48.1762484792149, 16.380188113999647 48.17672256326667))",Wielandpark,L,Wielandpark,Wielandpark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1234,1,270.16564824,4339.92021439,
OEFFGRUENFLOGD.2428,2428,"POLYGON ((16.382218717928875 48.16403062257732, 16.382021453883226 48.16449385381422, 16.381529213912945 48.16439962052539, 16.38172284420482 48.163931614356905, 16.382218717928875 48.16403062257732))",Maria-Rekker*,L,Maria-Rekker-Park,Maria-Rekker-Park,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,184.13691134,2059.03040301,
OEFFGRUENFLOGD.2429,2429,"POLYGON ((16.384823229232623 48.18760051737405, 16.384960585797028 48.188211997240195, 16.38487976400205 48.188217090276396, 16.38429878270349 48.188242909559364, 16.382561542408645 48.18822592059213, 16.381839991276415 48.18821918385211, 16.381704410164485 48.18820518588483, 16.381527110677446 48.188158603886386, 16.381571248080615 48.18803717809964, 16.38178168093949 48.187529540335404, 16.381773288006894 48.18731848472956, 16.382039715240037 48.18732343713941, 16.382305795195755 48.18739077946564, 16.382560799917194 48.187405290548554, 16.382824433624876 48.18729417320387, 16.38290592022045 48.18713451054047, 16.38279857678721 48.18696143493876, 16.382560323672084 48.18687890645077, 16.382251590592364 48.18693580058011, 16.38178847931981 48.187159129794786, 16.38187887238145 48.18702700601923, 16.382559895242107 48.18640535830219, 16.382698827278794 48.18627855348694, 16.384545926412514 48.18732999482624, 16.384823229232623 48.18760051737405))",Schweizergar*,L,Schweizergarten,Schweizergarten,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,966.38313108,32870.45254485,
