FID,OBJECTID,SHAPE,TEXT13ID,F_TYP,T_TEXT,T_LANG,O,P,O_UEREG,O_REGION,O_LOKAL,P_WLD,P_WAS,P_WIE,P_WGT,P_LW,P_PK,P_GPK,P_GST,P_SGR,P_AGR,P_RGR,P_URB,Q_MOB,Q_SPI,Q_GRI,Q_HUN,Q_BAB,Q_WC,Q_SPO,Q_TRB,UMFANG,FLAECHE,SE_ANNO_CAD_DATA
OEFFGRUENFLOGD.3917,3917,"POLYGON ((16.375704960207152 48.30343262585179, 16.375707337646524 48.30351224660015, 16.375785903802317 48.30364784602556, 16.375982247187586 48.30389047733804, 16.376224975407524 48.30415688675985, 16.37657476051927 48.30449701968215, 16.376902078975085 48.30461349486278, 16.377292695871894 48.30471685977667, 16.377790305536976 48.304816615248406, 16.378063241594877 48.30493429662006, 16.37837342942988 48.30481283370029, 16.378555279501338 48.30476279868663, 16.378972626152645 48.30483759515476, 16.3786948409283 48.30532309792085, 16.37870029814834 48.30545158373596, 16.378850135404367 48.305501496013164, 16.378812797158975 48.305633567068696, 16.378721947433192 48.305751381550586, 16.378775549725944 48.30587628014773, 16.378930750483555 48.305940466748794, 16.37892010219558 48.30600114574995, 16.378700931592512 48.306211805178314, 16.378674300550855 48.30635457929442, 16.378899010352924 48.306368772216736, 16.379032711092375 48.306311616628804, 16.37928937197362 48.30615091041884, 16.37956737451651 48.30592238186425, 16.379861349168504 48.30560818888906, 16.380149949876966 48.30526901278438, 16.380208651107395 48.30509767223618, 16.380412088262368 48.3052653426364, 16.380278542906034 48.30549738622822, 16.380695745524083 48.30539729004277, 16.38083256426461 48.30524067188553, 16.38119580368349 48.30543984137773, 16.381323084288233 48.30562646854402, 16.381596262912943 48.30575432422135, 16.381864646824003 48.30600881732029, 16.381865726490506 48.30631143212784, 16.381460292891713 48.30642740507676, 16.381278150881897 48.306811101211686, 16.381201248855866 48.30702834888685, 16.380247945198885 48.3069012880712, 16.379986304593476 48.306915147646826, 16.379471598093037 48.306959126555135, 16.379150654438153 48.30702587118521, 16.378979522196463 48.30710683461871, 16.378993876282976 48.307211523321804, 16.378872681224546 48.30729722704333, 16.378530341065684 48.30737349521791, 16.378323668500613 48.307611512324755, 16.378095524639352 48.307763878378914, 16.377760360637613 48.30789724731282, 16.376847131515422 48.30771673963236, 16.37655466736495 48.30772636032141, 16.376119613060904 48.3078359658776, 16.375620230610135 48.30778379130782, 16.375249302048097 48.307798194754206, 16.375113780667757 48.307817276392655, 16.37509221697338 48.30760313740468, 16.37456434536891 48.30760807360032, 16.374314768661456 48.30773188648893, 16.374307343098724 48.307341665583216, 16.374128831087287 48.307103783862665, 16.374000303790595 48.30693250927746, 16.373907292060945 48.306556593824624, 16.37379760458703 48.30619594220908, 16.37334419892859 48.305861712431046, 16.372857950228372 48.30551475274363, 16.37246553163764 48.30538163072336, 16.372094398421105 48.30508194267689, 16.37198017870978 48.304953489672656, 16.371994342114903 48.30480596186085, 16.372379397311455 48.30462500641326, 16.37285015292532 48.304591544775946, 16.37311420525946 48.304772295336896, 16.373342674404107 48.30506250914029, 16.373613856112627 48.305233738010024, 16.374247844609602 48.30524629298659, 16.374718754228695 48.3051448741564, 16.375128900209567 48.30508556141689, 16.37532632176922 48.30501031247442, 16.375489628501875 48.30492854595987, 16.375740172456858 48.30486349415203, 16.37594867206884 48.30482214402064, 16.376147001949196 48.304704716060705, 16.37629345641991 48.304615633951684, 16.375275754035854 48.30357890974147, 16.375704960207152 48.30343262585179))",Lahnerberg,U,Lahnerberg,Lahnerberg,100,10000000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2610.0818746,158608.97849576,
OEFFGRUENFLOGD.3918,3918,"POLYGON ((16.374000303790595 48.30693250927746, 16.374307343098724 48.307341665583216, 16.374314768661456 48.30773188648893, 16.37427912250598 48.30839654639728, 16.37344445174665 48.30833495603553, 16.37240293999205 48.308311496233756, 16.37157536718972 48.30819278438601, 16.370990379362325 48.30813585792188, 16.37069091116889 48.308340577490625, 16.37023465460435 48.3087737656752, 16.369528378868548 48.308697832244505, 16.36860088570809 48.30849822864067, 16.368465136957678 48.308165150237954, 16.368222591629944 48.30815570013261, 16.367637713678583 48.30827007361838, 16.366924337753126 48.30823219719193, 16.366517685396122 48.30816092354597, 16.36577577740301 48.30812304755033, 16.36437522525433 48.30810880715592, 16.364285935645114 48.307889923708935, 16.364492764510373 48.307816111087924, 16.36501708307787 48.3078302566392, 16.366079942911398 48.30778477520344, 16.365826615928068 48.307632558653715, 16.365198723854462 48.30737098482477, 16.365540948150965 48.30705919495079, 16.365890418592887 48.30694965163337, 16.366428949685602 48.30688764584167, 16.367013824714448 48.30679231400571, 16.367363262522463 48.306637557393245, 16.367748337431344 48.306437581972176, 16.368347400174315 48.30622802714302, 16.36916041700224 48.30596130208711, 16.36977359630597 48.3055423484685, 16.370187218157692 48.30538994395722, 16.371128790023363 48.305389660615184, 16.371713779775934 48.30549417478787, 16.372241833766324 48.30577953923976, 16.372646366085966 48.30593828737823, 16.37280384058483 48.30631468511857, 16.373098303915008 48.30645501848914, 16.37341236270116 48.30672141072672, 16.374000303790595 48.30693250927746))",Lahnerberg,U,Lahnerberg,Lahnerberg,100,10000000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015.47872244,157794.64460262,
OEFFGRUENFLOGD.3919,3919,"POLYGON ((16.376811855563723 48.30880493454652, 16.376519543229847 48.30901442583749, 16.376348478864895 48.30919532112286, 16.376241642435733 48.3094095047594, 16.37614197892076 48.30967603324611, 16.376142060934356 48.30978072723222, 16.375999609833954 48.31006630510633, 16.37591417150311 48.31028048187039, 16.375921385959465 48.31038517337314, 16.375964251887993 48.31046605788352, 16.37599284703131 48.3105421891289, 16.37602856539498 48.31060404147682, 16.376085684031374 48.310665886365335, 16.376371203243497 48.310875174610224, 16.376628173635666 48.31106543669895, 16.376806635292184 48.31120813771628, 16.37697082290283 48.311341326224856, 16.377149278833596 48.31147450939804, 16.377341991676644 48.31159341076246, 16.3776845863812 48.311793157001034, 16.378291149812632 48.31200232377014, 16.378933369460626 48.31218768032736, 16.37947456567652 48.31236508388624, 16.37997152124895 48.31246564390708, 16.380299473811338 48.31255373965852, 16.38039488379373 48.312553055413574, 16.38042283317809 48.312710440351196, 16.38001171502612 48.31264369021465, 16.379796682208166 48.312646020461486, 16.379608699876098 48.31259204380155, 16.379450238297068 48.31253248002945, 16.37919759080921 48.31249690430347, 16.379076287555943 48.3124683969304, 16.378855066447752 48.31239233833085, 16.378648133502793 48.31234006772922, 16.37834843929344 48.31226403719223, 16.378070115536634 48.312149927941576, 16.37778464435985 48.312016785096034, 16.3774706689752 48.3119217228352, 16.37728511972452 48.31184088925308, 16.37707812956848 48.311712475585225, 16.37697104360409 48.311617337065, 16.37687823311034 48.31153171158365, 16.376678345620864 48.31136046543317, 16.376507044495238 48.31125107273017, 16.37641424670229 48.311179723276645, 16.376342888355186 48.311155954578474, 16.376193020186818 48.31108462402618, 16.376057430934512 48.31102756562325, 16.375957504898146 48.31096097738186, 16.37590039214982 48.31090864973958, 16.37582900987456 48.31085156880008, 16.37579329157907 48.31078971639287, 16.37573616946779 48.31072311315684, 16.375629088068383 48.310627973369456, 16.375543484317813 48.31063276190154, 16.375415045910067 48.310594735798944, 16.375265213496768 48.31056623415879, 16.375186719970007 48.31053770806927, 16.37510108499542 48.310499666142434, 16.374994058215066 48.310475908710394, 16.37489414186276 48.310418836845116, 16.374851313743807 48.31038553937, 16.37474425988157 48.31032371067699, 16.37466574412469 48.310266631409654, 16.374608645576814 48.31022858042865, 16.374423102066864 48.310142983099524, 16.37437314739574 48.310119206031715, 16.374237592483908 48.31010021560224, 16.374066370143336 48.31008599591316, 16.373845208946413 48.31006703328675, 16.37347426333556 48.31008143190694, 16.373181809203228 48.31012435594557, 16.37291788327493 48.31015775188925, 16.372568344863947 48.31018165803287, 16.37209753430154 48.31021035939438, 16.371840721488415 48.31021519780736, 16.37151971447395 48.31023433277674, 16.371599381917562 48.3100370355577, 16.371926203445913 48.31003909509322, 16.372289982634815 48.30997711717311, 16.37276076228662 48.30991034399253, 16.373217288869558 48.30986260901141, 16.37374516849087 48.309838643478365, 16.373816481655496 48.309805308146814, 16.373966318087078 48.30984332988631, 16.374273115144305 48.30990509219765, 16.374565656640517 48.30998113577935, 16.37473694217209 48.31008101409274, 16.375207902982805 48.310252171679586, 16.375600397799996 48.31042811344792, 16.37564308654112 48.31028057551419, 16.375707172660444 48.31012827107989, 16.37571418517079 48.30997122809809, 16.37572833784446 48.309823699958955, 16.37582801489665 48.30957144824905, 16.375984795559024 48.30936676498266, 16.37612020521629 48.309200159088746, 16.376198530571543 48.30901453834872, 16.376398144676404 48.30885266879173, 16.376433710805706 48.308724168546426, 16.376540646650845 48.30863847153843, 16.376811855563723 48.30880493454652))",Bisamberg,U,Magdalenenhofstraße,Magdalenenhofstraße,100,1000000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985.59775239,22077.59670204,
OEFFGRUENFLOGD.3920,3920,"POLYGON ((16.379677812187115 48.309434650707566, 16.379751516940416 48.30947130884309, 16.379991569083163 48.30956144073029, 16.38007886395938 48.30952074990961, 16.38019596801923 48.30948341097289, 16.380455224271255 48.30964920357102, 16.380689375588997 48.30978158187745, 16.380462495370722 48.30994372389113, 16.380646675723106 48.310131246960744, 16.381021333652395 48.310058455477986, 16.380916472127886 48.310144640545296, 16.380738361422143 48.31016262398052, 16.380661245563946 48.310297612125176, 16.380613591350315 48.31053189868541, 16.38055136242387 48.310904593373735, 16.38055135288681 48.311203701079904, 16.380563537010676 48.311262150965085, 16.38067803974574 48.3113140862195, 16.3807324135727 48.31136397634229, 16.380736887505847 48.31139266232256, 16.38072171608496 48.31146443247707, 16.380734383705676 48.311535923824, 16.38081093210393 48.31161340305424, 16.380872358089196 48.311648883553794, 16.381012516320798 48.311668892261075, 16.38119324834026 48.31166704084598, 16.381223877547814 48.31174241726163, 16.38121305695777 48.311777232571515, 16.381116773786324 48.31180582316167, 16.380845714087688 48.311843999185484, 16.380631704193576 48.31185597920078, 16.38039762602993 48.31184369441187, 16.380236651463125 48.31184806402465, 16.38020492082808 48.31196953586313, 16.3802503089018 48.3121749674332, 16.380225480817785 48.312344950329226, 16.380297127020626 48.31249025887979, 16.380403975895614 48.31250326568608, 16.38040334087475 48.31255767456131, 16.380325362637777 48.31255813627158, 16.380299473811338 48.31255373965852, 16.37997152124895 48.31246564390708, 16.379911570693967 48.31232737851818, 16.37988293611453 48.312213178159844, 16.37986853805213 48.31206090134305, 16.379886234328893 48.311899094984994, 16.379839738801888 48.31175396904078, 16.379732700425308 48.31172069782081, 16.37962925574744 48.31171835841199, 16.379557874928192 48.31167079710147, 16.379522130669635 48.311582772600175, 16.37951493966293 48.311516151466314, 16.379557274511093 48.31136416609431, 16.3795675027135 48.31102624966804, 16.379508768473105 48.31080885672427, 16.379382260008953 48.31068816782064, 16.3793500966262 48.3106167978673, 16.379339312012906 48.31051686703167, 16.379342780522492 48.31040027486268, 16.37934272215193 48.3103312723662, 16.379346204731373 48.31023133525547, 16.379353261113213 48.31014091590602, 16.379381691889588 48.31001717566949, 16.379437275012723 48.30978876084719, 16.379524042459643 48.309634037383454, 16.379573882362582 48.30952218675665, 16.379677812187115 48.309434650707566))",Bisamberg,U,Bisamberg-Lahnerberg,"Bisamberg (NÖ, Lahnerberg)",100,10000000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968.54710997,24459.56585602,
OEFFGRUENFLOGD.3921,3921,"POLYGON ((16.383150721908585 48.31320049364222, 16.383539878224884 48.31304331741209, 16.3838249124878 48.31268628826472, 16.38389561680969 48.31260150871588, 16.38424539489839 48.31266126333578, 16.384205452483016 48.312741649726085, 16.384062844678088 48.312821022327206, 16.383813400416695 48.31309079246979, 16.383491321110373 48.31330582369956, 16.383150721908585 48.31320049364222))",Bisamberg,U,Bisambg.-ob.Bergen,"Am Bisamberg - Oberen Bergen, Magdalenenhof",100,10000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,233.50549171,1938.19690199,
OEFFGRUENFLOGD.4071,4071,"POLYGON ((16.331779315651435 48.21241603997141, 16.33171879416892 48.212417227503096, 16.33171167775339 48.2123672584815, 16.331496291073858 48.21237914721525, 16.331503407281474 48.212429116250064, 16.33138948345619 48.212432681076514, 16.331414411976326 48.212348211032754, 16.331441112708536 48.212336315041156, 16.331576398299973 48.212316095644965, 16.33167430118881 48.21231966790392, 16.33172770203356 48.21231729033157, 16.33175262237344 48.21232324024838, 16.331759742600408 48.212327999700264, 16.33177398191099 48.21233513811037, 16.331786442512996 48.212341087555615, 16.331795341162657 48.21235060535777, 16.33179889999927 48.212368451537095, 16.33179533564166 48.21241723036197, 16.331779315651435 48.21241603997141))",HaberlFriedm,L,Haberlg./Friedmanng.,Haberlgasse / Friedmanngasse,1,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88.78053666,231.02383524,
OEFFGRUENFLOGD.4072,4072,"POLYGON ((16.318618855028088 48.21402330431234, 16.31864747769597 48.213604525576784, 16.31867595955844 48.21360452988469, 16.31874004354196 48.2136021599592, 16.318786315662866 48.213633099819965, 16.318828903752966 48.21403285343841, 16.318618855028088 48.21402330431234))",Familienplatz,L,Familienplatz ,Familienplatz,1,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,118.57533254,600.88458754,
OEFFGRUENFLOGD.4073,4073,"POLYGON ((16.31979817404265 48.211213348802914, 16.31985513811709 48.21120383936733, 16.31989425683796 48.21133471441457, 16.31985509084572 48.21135374475145, 16.319150173292005 48.21145120031847, 16.31907897072109 48.21145594901598, 16.31903981300388 48.211448804448736, 16.319029142501094 48.21141786995468, 16.3190291495984 48.21139645541427, 16.319011371808397 48.21132982776388, 16.31923210278994 48.21130130694495, 16.319175197911534 48.21112997867143, 16.319563256092156 48.21108006621352, 16.3196094837811 48.211244254889046, 16.31979817404265 48.211213348802914))",Schuhmeierpl*,L,Schuhmeierplatz,Schuhmeierplatz,1,100000000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,196.682732,1545.84504074,
OEFFGRUENFLOGD.4074,4074,"POLYGON ((16.31356411506498 48.212281146831494, 16.31288337993945 48.21237999680333, 16.312815102826878 48.212210566075846, 16.312083099738448 48.212317015455255, 16.31188399236771 48.211768749159134, 16.31198083329573 48.21175354043791, 16.31197515595292 48.21171166074657, 16.31203781142002 48.21171548155918, 16.312080525749195 48.21172881475602, 16.31214033364545 48.21173073106455, 16.31221724390495 48.21170219371408, 16.312294151902346 48.21168127083005, 16.312402167284358 48.21213624325139, 16.313467417581744 48.21196894433382, 16.31356411506498 48.212281146831494))",HBLA-Ottakrin,L,Thaliastraße/Paltaufgasse,"Thaliastraße, Paltaufgasse",1,100000000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,395.1015343,4145.79922187,
OEFFGRUENFLOGD.4075,4075,"POLYGON ((16.309189420394684 48.207866474909544, 16.30922359625952 48.207862676077376, 16.309244928316144 48.207913680464934, 16.309294700642884 48.20803861359151, 16.309260875124778 48.20805407218098, 16.309155853180638 48.20806713453214, 16.309148738231016 48.20805999408321, 16.30914696196142 48.20805285578253, 16.309189420394684 48.207866474909544))",GutraterplN,L,GutraterplatzN,Gutraterplatz N,1,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56.5476087,152.05442058,
OEFFGRUENFLOGD.4076,4076,"POLYGON ((16.309125832084696 48.20761622126015, 16.309124048349613 48.20762335962722, 16.30882500240649 48.207669688600355, 16.30880898695462 48.2076637358192, 16.30880364886452 48.20766016516179, 16.30880188149255 48.2076363705922, 16.308794770439295 48.207622092236186, 16.308800113491493 48.207613764920474, 16.308807237248327 48.2076066287233, 16.308839283331356 48.20759235964243, 16.30909917660989 48.207534124384026, 16.309115193926715 48.20753650773285, 16.309124089511737 48.20754483749979, 16.309125853287842 48.207575770848855, 16.309125832084696 48.20761622126015))",GutraterplS,L,GutraterplatzS,Gutraterplatz S,1,100000000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65.36111656,220.46261721,
OEFFGRUENFLOGD.4077,4077,"POLYGON ((16.308944032441616 48.20809206873032, 16.308920892408786 48.20809444286675, 16.3088959755093 48.20809086759199, 16.308879961805534 48.20808134632878, 16.308814123805014 48.20804682842451, 16.30870558869365 48.20797422951582, 16.30869669500302 48.20796233032539, 16.308694922601514 48.207948053234134, 16.308696707041147 48.207939725076905, 16.30870739339865 48.207927830544264, 16.3087750351866 48.20791713933487, 16.30895125981187 48.20788862766997, 16.308967277232373 48.20789101103927, 16.30898328963907 48.20790291188516, 16.308985062746082 48.207915999174844, 16.308985047700677 48.207944552510455, 16.308944032441616 48.20809206873032))",GutraterplW,L,GutraterplatzW,Gutraterplatz W,1,100000000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,71.37111563,316.8402835,
OEFFGRUENFLOGD.4078,4078,"POLYGON ((16.330697668321477 48.21938003726467, 16.3307243607691 48.219497821014166, 16.330708335499843 48.21952637355144, 16.33064958464134 48.21954064744678, 16.330500033950454 48.21958347024463, 16.330467988136306 48.21959417594835, 16.330462649242317 48.21957276117826, 16.330500037809067 48.21954777819443, 16.33053742691849 48.219529934867545, 16.33058015777389 48.21949424485805, 16.33060152658856 48.21944427718137, 16.330628233549852 48.21942286393281, 16.330649601161575 48.219383604401585, 16.330697668321477 48.21938003726467))",Rötzer-Gasse,L,Rötzergasse,"Rötzergasse, Hormayrgasse",1,100000000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67.99185011,184.44375697,
OEFFGRUENFLOGD.4079,4079,"POLYGON ((16.33440416379808 48.22165370940274, 16.33370451065818 48.2209470015262, 16.33410509141103 48.220879195202926, 16.33474065818137 48.221500239226394, 16.33440416379808 48.22165370940274))",Dorner-Platz,L,Dorner-Platz,Grünanlage Dorner-Platz,1,100000000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,238.86339957,2631.84385003,
OEFFGRUENFLOGD.4080,4080,"POLYGON ((16.32814599962858 48.21575504225902, 16.327376965628126 48.21576831198369, 16.32735420899884 48.21559699046461, 16.32815741857681 48.21558943390344, 16.32814599962858 48.21575504225902))",Spitzackerg,L,Haslingerg/Weißgasse,"Haslingergasse, Weißgasse",1,100000000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,154.42497237,1094.84732916,
OEFFGRUENFLOGD.4081,4081,"POLYGON ((16.31230178210646 48.22260447362643, 16.312286130399595 48.22260422218132, 16.312279010002428 48.22260065132629, 16.312274565730387 48.22258696912121, 16.31227902983367 48.22255782143142, 16.312282614814542 48.222506069265116, 16.312281750325656 48.22244896255339, 16.312269859015522 48.22233796927422, 16.312601066771794 48.22221906505506, 16.31264377219322 48.222271421114655, 16.31287170152851 48.22218580748818, 16.312836114433097 48.222138211228426, 16.312665299431977 48.22191450874085, 16.31264037285291 48.22191688325716, 16.31242328605454 48.22165747983199, 16.31251589615337 48.221590873928264, 16.312832634145224 48.22195975214714, 16.312967866295185 48.222131099887676, 16.313117328200985 48.222333382259905, 16.313135124735357 48.22235242161949, 16.31311731013216 48.222373832568124, 16.313071014662622 48.222388099957975, 16.312903627649256 48.22245231168081, 16.312611605027644 48.222533153140816, 16.31243710611369 48.22257594733373, 16.31230178210646 48.22260447362643))",Kongreß-park,L,Kongreßbad,Kongreßbad,1,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,329.09977373,2463.35494773,
OEFFGRUENFLOGD.4082,4082,"POLYGON ((16.369990628825914 48.22595648138299, 16.36995849297521 48.225824431862506, 16.36993708128373 48.225755434638245, 16.37000829525429 48.2257470859713, 16.37010801018725 48.22575538413449, 16.37019110938389 48.225758633895396, 16.370242500578886 48.22577600238222, 16.370179260277563 48.22579938267569, 16.37013654065479 48.22581843114768, 16.370095608957964 48.22585056590537, 16.370070713650367 48.22589697162972, 16.3700244649343 48.22596479994548, 16.369990628825914 48.22595648138299))",Gaus_plaz,L,Gaußplatz,Gaußplatz,1,100000000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76.34018062,252.94788473,
OEFFGRUENFLOGD.4083,4083,"POLYGON ((16.36967784934764 48.22686076152605, 16.369909086260154 48.22650377719985, 16.369974974043313 48.22651565481437, 16.370053505516722 48.22679997517574, 16.36967784934764 48.22686076152605))",Gaus_Platz,L,Gaußplatz,Gaußplatz,1,100000000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,109.19059884,569.42653812,
OEFFGRUENFLOGD.3705,3705,"MULTIPOLYGON (((16.516743773133488 48.2368402776539, 16.51673737492859 48.23684645969803, 16.516733312952443 48.23685204542298, 16.516498154579107 48.23724192991995, 16.516497282222556 48.23724345562549, 16.51649419353585 48.23725135105005, 16.516367682279956 48.23778246286176, 16.516366845904788 48.23778963439986, 16.516367424903812 48.237795416976944, 16.51641921362111 48.23805734173668, 16.51596882657347 48.238033657081736, 16.515962344627273 48.237869354559884, 16.515956940292963 48.237822332517936, 16.5159630429145 48.23779283447999, 16.515963316834487 48.23779117492905, 16.51596339351787 48.23779079173467, 16.515963884827162 48.23778876197047, 16.516005937168796 48.23764231940053, 16.516006801266403 48.237639728794946, 16.516006982229428 48.23763926333998, 16.516007892676445 48.23763717676327, 16.51604648776436 48.23753565040415, 16.51589768946916 48.23686519945088, 16.515619040545037 48.236436682123276, 16.515203676110435 48.23604341085552, 16.51484415819293 48.23582560538462, 16.512888205073853 48.235856428008965, 16.512202689197355 48.235583078944664, 16.51219478461392 48.23558309105431, 16.51218596991876 48.235537967996784, 16.51217000632443 48.2355369222663, 16.512443050008535 48.235337734670225, 16.512439511019025 48.23533069577387, 16.512520950777333 48.235335522432756, 16.51250284801422 48.23514924205758, 16.51490059549546 48.23529977064905, 16.516906215560798 48.23542069021542, 16.518057262409787 48.235472693389816, 16.51970489624742 48.23557149182041, 16.519721910508537 48.235601261609034, 16.519720007513982 48.2356017691927, 16.51971212102963 48.235604383082794, 16.519704812718167 48.235607662306954, 16.51969820762669 48.23561155075692, 16.51969241877008 48.23561598190036, 16.519687545197364 48.23562087991927, 16.51968432210289 48.235625138687446, 16.519683670296846 48.235626161007325, 16.51968086036941 48.23563173480377, 16.519679163493993 48.23563750593945, 16.519678608704968 48.235643375668694, 16.519679205495326 48.23564924355883, 16.519680943654198 48.23565500920861, 16.519683312938007 48.23565978315545, 16.519690621029632 48.23567214154558, 16.517930133591552 48.23602355879836, 16.517923492332766 48.23602514115767, 16.51792195609821 48.23602558418656, 16.51791561683942 48.236027751229955, 16.51791424004543 48.23602829993945, 16.517580612463235 48.23616484835523, 16.517572387925316 48.23616881382363, 16.517563956755353 48.23617449370966, 16.516743773133488 48.2368402776539), (16.515159183642808 48.235835830418026, 16.515112185876966 48.23590125585165, 16.515694175517428 48.236411900181416, 16.515761925631544 48.23649292229898, 16.516075396509127 48.23642257234154, 16.51703278133477 48.23624303944708, 16.517218207761257 48.23621345138922, 16.517396745001182 48.23614331125018, 16.51788490161543 48.23586986206893, 16.517911704309938 48.235817988627275, 16.5179081711235 48.235772923305014, 16.517864087303117 48.23570764078461, 16.51783337765421 48.23560853369434, 16.51780627966831 48.23557702680417, 16.51771512222292 48.23555463585828, 16.517559962491895 48.23555713457914, 16.51745540835111 48.235561806042824, 16.51729674644619 48.23552825374354, 16.517171849624482 48.235503660965925, 16.51701331657706 48.23550616426287, 16.516814351182017 48.23552225209659, 16.51662225284146 48.23557213221064, 16.51650764163999 48.23559484715071, 16.516116323532277 48.23558869959791, 16.515596814714446 48.23558049817722, 16.51545854431829 48.235589727829954, 16.515350994412128 48.235702572420514, 16.515293908121613 48.235777028383126, 16.515159183642808 48.235835830418026)))",ÖBB Ostbahn *,L,ÖBB Ostbahnbegleitstr,Ostbahnbegleitstraße,1,1001000,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2046.19708943,34644.77031874,[B@77a83ecc
OEFFGRUENFLOGD.3706,3706,"POLYGON ((16.390295732923747 48.21391684442401, 16.39029704999784 48.21395354582181, 16.39027028967249 48.21400903819899, 16.390263052971452 48.21403696629801, 16.390241180628816 48.214032077131264, 16.38967414152616 48.214024878668226, 16.389954375527772 48.213975015404756, 16.390276585773954 48.21391991563002, 16.39028667499823 48.213914831529614, 16.390295732923747 48.21391684442401))",Vivariumstra*,L,Vivariumstraße,Vivariumstraße,1,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,105.49623414,290.81968092,
OEFFGRUENFLOGD.3707,3707,"MULTIPOLYGON (((16.488608518867686 48.23671612564174, 16.488583619312532 48.236721386385405, 16.48855941322333 48.236666920094144, 16.488523584612196 48.236586299185795, 16.48848089184443 48.23649023625877, 16.488324250505254 48.23613776899182, 16.488318662130407 48.23612492340228, 16.48829495366988 48.23607147531314, 16.488289667616904 48.23605934157813, 16.488286008166366 48.23605098280651, 16.488239389198306 48.23594618454995, 16.488235323782657 48.235937106862956, 16.48823071590438 48.235926680923306, 16.48822488935868 48.23591339947685, 16.488186276218528 48.23582538708193, 16.488092744596717 48.23561219359262, 16.48789742520752 48.23525772549529, 16.48793115397211 48.23526308582292, 16.48805898945282 48.23527944088243, 16.488094555875133 48.23528802726905, 16.48871967081052 48.236692642723696, 16.488717301668686 48.23669314318972, 16.488688959411203 48.236699130675966, 16.48867595132717 48.23670187915872, 16.488608518867686 48.23671612564174), (16.488606979210243 48.23669995173206, 16.488609556736 48.23670660323232, 16.48861345851752 48.2367058786045, 16.488610881258662 48.23669931703531, 16.488606979210243 48.23669995173206)))",Am Heidjöchl,L,Am Heidjöchl,Am Heidjöchl,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,361.33273762,1800.87083206,
OEFFGRUENFLOGD.3708,3708,"POLYGON ((16.452749346031798 48.2538691541595, 16.45240688821479 48.253985287451286, 16.452266289474252 48.253803319219536, 16.4518112915161 48.253194726255444, 16.451804380836826 48.253198377219704, 16.451760321744253 48.25312655044211, 16.451757371833285 48.25312260453668, 16.451757814550202 48.25312246289939, 16.45169854217914 48.253025834922184, 16.451719642128616 48.25302279291422, 16.45189688745837 48.25301866920676, 16.452118459033098 48.25302041885692, 16.452138338388416 48.25302249418348, 16.452128353835956 48.25302751072646, 16.452749346031798 48.2538691541595))",Theodor-Kram*,L,Theodor-Kramer-Straße,Theodor-Kramer-Straße,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,286.33642851,3273.60750514,
