FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
,,POINT (16.251498500705797 48.00218397960882),,,308,,,,
,,POINT (16.168270044715236 48.019828277178),,,306,,,,
,,POINT (16.225618229577474 48.00331999975768),,,303,,,,
,,POINT (16.24957190761783 48.002382350298625),,,C,,,,
,,POINT (16.3524508849137 48.0831853948541),,,"200, 206, 210, 215, 216, 217, 329",,,,
,,POINT (16.346117815687858 48.08331150047326),,,"206, 215, 216, 217, 329",,,,
,,POINT (16.34625251806933 48.08443969457283),,,"206, 216, 268",,,,
,,POINT (16.338536055485076 48.08460770082602),,,"206, 215, 216, 217, 329",,,,
,,POINT (16.3484090105314 48.31570728944975),,,"856, R 21222, R3, REX3, S3, S4, SV903",,,,
,,POINT (16.354095301694414 48.324446441879005),,,850,,,,
,,POINT (16.356484795437396 48.326411529976355),,,850,,,,
,,POINT (16.3591527879081 48.32943961278083),,,850,,,,
,,POINT (16.361703981166052 48.33181059944658),,,"850, 853",,,,
,,POINT (16.35502062288502 48.33620588473886),,,"850, 853",,,,
,,POINT (16.604221052496076 48.3596805319583),,,"520, 530, 531",,,,
,,POINT (16.611003319943556 48.3597044259271),,,"520, 530, 531",,,,
,,POINT (16.601553067759532 48.360217732566596),,,"520, 530, 531",,,,
,,POINT (16.130675992436807 48.14032103897313),,,"250, 251, 252",,,,
,,POINT (16.130002294712174 48.14025513994778),,,"250, 251, 252",,,,
,,POINT (16.13976694848114 48.14066872858139),,,"250, 251, 252",,,,
,,POINT (16.15119338494126 48.13703593484328),,,250,,,,
,,POINT (16.19526456760378 48.1360167959411),,,"250, 254",,,,
,,POINT (16.194240469672618 48.13484170239298),,,"250, 253, 254",,,,
,,POINT (16.195569982436588 48.143629859226394),,,253,,,,
,,POINT (16.137485160230856 48.14101642877293),,,"250, 251, 252",,,,
,,POINT (16.17693905357608 48.13456002133651),,,250,,,,
,,POINT (16.204463226746594 48.13813897708896),,,"250, 253",,,,
,,POINT (16.204607026985794 48.13836077587117),,,253,,,,
,,POINT (16.160679534607173 48.13530933366763),,,250,,,,
,,POINT (16.20798460992623 48.13812697371617),,,"250, 253",,,,
,,POINT (16.145740715973727 48.13926002970996),,,250,,,,
,,POINT (16.197743858414906 48.137281687485284),,,"250, 253",,,,
,,POINT (16.168090599017276 48.13586092346363),,,250,,,,
,,POINT (16.21950995090475 48.13728166588812),,,"250, 253",,,,
,,POINT (16.257611775969487 48.00780961987415),,,C,,,,
,,POINT (16.300546497462292 48.11071751401025),,,"212, 270",,,,
,,POINT (16.27809770386463 48.10891204449736),,,"206, 212, 259",,,,
,,POINT (16.27479191655466 48.1074605547258),,,212,,,,
,,POINT (16.286946064154606 48.11071752708718),,,"212, 260",,,,
,,POINT (16.27264503595962 48.11148523771194),,,212,,,,
,,POINT (16.269006854140535 48.111569240692546),,,212,,,,
,,POINT (16.295165608141975 48.103105555062726),,,212,,,,
,,POINT (16.280873474178488 48.10150977721721),,,"212, 259",,,,
,,POINT (16.310077647022634 48.10847421552318),,,270,,,,
,,POINT (16.275313022111373 48.110915437781706),,,"206, 212, 259",,,,
,,POINT (16.303187581515157 48.10940391710742),,,270,,,,
,,POINT (16.275932813738226 48.108552248471845),,,259,,,,
,,POINT (16.28344267154576 48.10645275041753),,,212,,,,
,,POINT (16.26519795837051 48.10494117606445),,,212,,,,
,,POINT (16.296252620920086 48.111947012410155),,,"207, 212, 268",,,,
,,POINT (16.278771494047113 48.10603285734301),,,"212, 259",,,,
,,POINT (16.30583757690429 48.11309859702825),,,207,,,,
,,POINT (16.280172796006962 48.1099017372368),,,212,,,,
,,POINT (16.30474168032566 48.111839104673415),,,270,,,,
,,POINT (16.278052796446026 48.105481060397715),,,212,,,,
,,POINT (16.285913060069795 48.1064287481464),,,"206, 207, 212, 259, 260, 268, 269, SV510",,,,
,,POINT (16.272393440069536 48.11317062913989),,,212,,,,
,,POINT (16.57036371456321 48.357746673759735),,,"530, 531",,,,
,,POINT (16.27392961437331 48.104575268983595),,,212,,,,
,,POINT (16.270336332733805 48.1048871711443),,,212,,,,
,,POINT (16.272429415937296 48.102103681992546),,,212,,,,
,,POINT (16.26906975564203 48.11263083552883),,,212,,,,
,,POINT (16.30459788413659 48.11351849644389),,,"268, 270",,,,
,,POINT (16.286146560380605 48.107418544010045),,,"207, 212, 260, 268, 269",,,,
,,POINT (16.270677735953115 48.10717856002905),,,212,,,,
,,POINT (16.276965906692077 48.10807234956715),,,"212, 259",,,,
,,POINT (16.285149461617895 48.10539705460167),,,"206, 207, 260, 268, 269, 329, SV510",,,,
,,POINT (16.28876964195789 48.104533254853465),,,"212, R3, S1, S2, S3, S4",,,,
,,POINT (16.19511186176203 48.13300721084541),,,"250, 253",,,,
,,POINT (16.30821805725753 48.10931391303548),,,270,,,,
,,POINT (16.281915590220795 48.11143122818117),,,260,,,,
,,POINT (16.250703710605446 48.008224322175856),,,C,,,,
,,POINT (16.154076915961408 48.11243304874468),,,"249, 255",,,,
,,POINT (16.18221207964641 48.112750920086825),,,"249, 255",,,,
,,POINT (16.164398564097908 48.11129944447083),,,"249, 255",,,,
,,POINT (16.17688510463258 48.112421027239726),,,"249, 255",,,,
,,POINT (16.189865644636853 48.11358450810158),,,"249, 255",,,,
,,POINT (16.21033815858433 48.1202894562236),,,"249, 255",,,,
,,POINT (16.204696783235246 48.118820169391505),,,"249, 255",,,,
,,POINT (16.19429432504549 48.114706098598674),,,"249, 255",,,,
,,POINT (16.19981890390191 48.11713498144556),,,"249, 255",,,,
,,POINT (16.17021963712771 48.11234303352476),,,"249, 255",,,,
,,POINT (16.218081629377256 48.12372553246148),,,"249, 255",,,,
,,POINT (16.49469889617831 48.316501643272694),,,"512, 513, REX 24212, REX 24312, REX2, S2, S7",,,,
,,POINT (16.4930010921725 48.311065071124105),,,512,,,,
,,POINT (16.503735953747874 48.31754113018572),,,512,,,,
,,POINT (16.49013550733184 48.3110830738798),,,"512, 513",,,,
,,POINT (16.329953188153567 48.34079788515977),,,2,,,,
,,POINT (16.333020955721683 48.34720445388365),,,"1, 830, 831, 832, 850, 853, 857, 858",,,,
,,POINT (16.33636273678745 48.346249154927484),,,"2, 830, 831, 832, 850, 853, 857",,,,
,,POINT (16.35054709863195 48.36072537196522),,,858,,,,
,,POINT (16.327931999779064 48.34153828273032),,,2,,,,
,,POINT (16.32314404416082 48.3569769120531),,,1,,,,
,,POINT (16.34881326841123 48.34292945896787),,,"853, 857",,,,
,,POINT (16.31907466598913 48.357758811124555),,,1,,,,
,,POINT (16.317790070200385 48.356815716060396),,,1,,,,
,,POINT (16.329252488316612 48.33828399760316),,,2,,,,
,,POINT (16.326216226759726 48.355383118077775),,,1,,,,
,,POINT (16.32412770768778 48.35101934465821),,,"1, 830, 831, 832, 857",,,,
,,POINT (16.33294014751821 48.343634070607536),,,"1, 2, 830, 831, 832, 850, 853, 857, 858",,,,
,,POINT (16.317354451667963 48.35605162713388),,,"1, 830, 831, 832",,,,
,,POINT (16.32948611421694 48.35768120470203),,,1,,,,
,,POINT (16.49716029328983 48.32068922128528),,,512,,,,
,,POINT (16.497447776579616 48.31354445488791),,,512,,,,
,,POINT (16.49395330800089 48.32007992761328),,,"512, 513",,,,
,,POINT (16.496055376513702 48.310820168985515),,,512,,,,
,,POINT (16.499055671842413 48.315432344378586),,,512,,,,
,,POINT (16.491977003781432 48.31400455808332),,,"512, 513",,,,
,,POINT (16.623803651850597 48.07876815262885),,,"222, 272",,,,
,,POINT (16.618036480405326 48.07915825555368),,,"222, 272",,,,
,,POINT (16.10927849710227 48.27670030861141),,,449,,,,
,,POINT (16.112602286150732 48.27961179135371),,,449,,,,
,,POINT (16.10873961766909 48.28484247038718),,,"411, 441, 449",,,,
,,POINT (16.279140235440185 48.30903988849411),,,"400, 404, 406",,,,
,,POINT (16.276786648380416 48.30955378857976),,,"400, 404, 406",,,,
,,POINT (16.28885098204014 48.30644679106766),,,"400, 404, 406",,,,
,,POINT (16.266968093740996 48.30839460332413),,,"400, 404, 406",,,,
,,POINT (16.26217111714374 48.307976409924734),,,"400, 404, 406",,,,
,,POINT (16.272151370699554 48.309081794885024),,,"400, 404, 406",,,,
,,POINT (16.290746372270835 48.30587919232386),,,"400, 404, 406",,,,
,,POINT (16.439277364781525 48.13270120960581),,,"70A, R 7435, R95, S60",,,,
,,POINT (16.445462133998337 48.13090847616151),,,266,,,,
,,POINT (16.435580684725046 48.13205968042069),,,"266, 70A",,,,
,,POINT (16.380038608129432 48.33937074582514),,,853,,,,
,,POINT (16.374765434981107 48.339890248269306),,,853,,,,
,,POINT (16.36716577706524 48.34224284421255),,,857,,,,
,,POINT (16.38488048041613 48.337621149132474),,,853,,,,
,,POINT (16.60609796999244 48.09366219818077),,,"221, 272",,,,
,,POINT (16.60547816965449 48.09197610683623),,,"221, 272",,,,
,,POINT (16.60388806995242 48.08859792484804),,,"221, 272",,,,
,,POINT (16.463788095851687 48.3385943676664),,,"500, 505, G3",,,,
,,POINT (16.406467004960113 48.39757484212502),,,857,,,,
,,POINT (16.340045694657356 48.289683921783706),,,400,,,,
,,POINT (16.338105308273366 48.291578613745095),,,400,,,,
,,POINT (16.329562358485106 48.295278104540245),,,"1, 2, 401",,,,
,,POINT (16.30351142445072 48.312965145883),,,"402, 403",,,,
,,POINT (16.401499328976325 48.39722884896025),,,857,,,,
,,POINT (16.309808589089954 48.310485751112964),,,"402, 403",,,,
,,POINT (16.293387479319083 48.31527714481703),,,402,,,,
,,POINT (16.304310908029382 48.30700247346685),,,"400, 404, 406",,,,
,,POINT (16.320004325026105 48.30400887249699),,,"401, 402, 403, 404, 406",,,,
,,POINT (16.3054292823851 48.32179439134089),,,1,,,,
,,POINT (16.32700651326649 48.20499673484743),,,"48A, 9",,,,
,,POINT (16.2573198685315 48.138066925242484),,,"250, 253, 257, N61",,,,
,,POINT (16.30003916910119 48.15062441071427),,,"62A, 64A, N65",,,,
,,POINT (16.25326418248701 48.21152814946087),,,"43B, 52A, 52B",,,,
,,POINT (16.481318457356938 48.275743402197406),,,25A,,,,
,,POINT (16.354997908598897 48.22790370848876),,,"37, 38, N38",,,,
,,POINT (16.411344526651394 48.280585895747016),,,"30, 31, 36A, 36B, 501, N31",,,,
,,POINT (16.32417695917257 48.29964068532116),,,1,,,,
,,POINT (16.326144348635545 48.29842158964267),,,1,,,,
,,POINT (16.10275642054302 48.091088601702054),,,252,,,,
,,POINT (16.13069380870064 48.05696583661278),,,308,,,,
,,POINT (16.347339991201324 48.30420004510842),,,856,,,,
,,POINT (16.345615208464945 48.30800022870317),,,856,,,,
,,POINT (16.346369816157125 48.313640200821176),,,856,,,,
,,POINT (16.35145429592073 48.31534878785858),,,856,,,,
,,POINT (16.340090727234177 48.34996263335992),,,858,,,,
,,POINT (16.336421008257446 48.30627344610966),,,3,,,,
,,POINT (16.13730573429142 48.21986035265773),,,"447, 448",,,,
,,POINT (16.136955341233975 48.22242204078064),,,"447, 448",,,,
,,POINT (16.39693999882098 48.15288973949184),,,"68A, 68B, N68",,,,
,,POINT (16.497901134573066 48.17348967871125),,,92B,,,,
,,POINT (16.483312675690904 48.224151346532864),,,"84A, N84",,,,
,,POINT (16.480447088547518 48.22272695517447),,,"84A, 97A",,,,
,,POINT (16.429018683249826 48.18240897913581),,,72A,,,,
,,POINT (16.447002913990264 48.19570410494483),,,"79A, 79B",,,,
,,POINT (16.343194047333114 48.14246082320708),,,"67A, 67B",,,,
,,POINT (16.219047542982864 48.20613429673546),,,"50A, 50B",,,,
,,POINT (16.221032834256526 48.207193990864795),,,"50A, 50B, N49",,,,
,,POINT (16.42835398556477 48.181396684007794),,,72A,,,,
,,POINT (16.386340106155647 48.26496281195723),,,"36A, 36B",,,,
,,POINT (16.329944028740094 48.225839033420776),,,42,,,,
,,POINT (16.223821998725935 48.21398249590182),,,"450, 50B",,,,
,,POINT (16.398287558213067 48.20040451228065),,,"77A, N75",,,,
,,POINT (16.272420485266736 48.13373253131356),,,255,,,,
,,POINT (16.345610493120763 48.184068122793555),,,"18, 59A, 6, N6",,,,
,,POINT (16.414142740948144 48.243280897821464),,,"20A, 20B",,,,
,,POINT (16.376907747056993 48.18858388250906),,,13A,,,,
,,POINT (16.35542914320375 48.2539465836983),,,38A,,,,
,,POINT (16.438100713832522 48.23607151803285),,,"25, 93A",,,,
,,POINT (16.337139434391105 48.1837985296867),,,12A,,,,
,,POINT (16.479485932813773 48.25138051919182),,,"24A, 86A, N24",,,,
,,POINT (16.384309803989513 48.1835350014648),,,69A,,,,
,,POINT (16.31823909453075 48.23244560965072),,,40,,,,
,,POINT (16.521643602847696 48.23435417460644),,,89A,,,,
,,POINT (16.28254007929476 48.16838553736626),,,"56A, 56B, 60, 62, N60, N62",,,,
,,POINT (16.3162761658294 48.22293056312268),,,445,,,,
,,POINT (16.341640056255606 48.21522747721115),,,"33, 44",,,,
,,POINT (16.320035671258672 48.222098657322746),,,"10A, 2, 42, 42A, 43, N43",,,,
,,POINT (16.370215340633322 48.233031973867),,,"1, 31, 33, 5B, N31",,,,
,,POINT (16.477069383765677 48.20748122987641),,,"93A, N91",,,,
,,POINT (16.33574707683286 48.209031809833114),,,"46, N46",,,,
,,POINT (16.335720178672698 48.21107910045786),,,2,,,,
,,POINT (16.298008972395372 48.14623713300851),,,"60A, 62A, 66A, N65, N66",,,,
,,POINT (16.347254495742096 48.19123088750935),,,57A,,,,
,,POINT (16.426009516419388 48.268036372358665),,,31A,,,,
,,POINT (16.229615980188047 48.12750310306124),,,"249, 255",,,,
,,POINT (16.440813572434593 48.21605341119008),,,"93A, N90",,,,
,,POINT (16.288989973844984 48.18715854414115),,,"10, N54",,,,
,,POINT (16.392295727621544 48.15685702414574),,,15A,,,,
,,POINT (16.430842251177992 48.16577915748669),,,"69A, 73A, N71",,,,
,,POINT (16.34514343497317 48.21237808833018),,,"33, 5",,,,
,,POINT (16.400443524500933 48.25592634630244),,,"150, 151, 28A, 29A, 29B, 33A, 500, 501, 502, 505, 850, N30, N31, SV900, SV901, SV903",,,,
,,POINT (16.39944643133538 48.257212241174805),,,"150, 151, 2, 25, 26, 30, 31, 33, 500, 501, 502, 505, 850",,,,
,,POINT (16.400695026022966 48.25728993977841),,,"2, 25, 26",,,,
,,POINT (16.3991499329868 48.25702084222093),,,"28A, 29A, 29B, N29, N30, N31",,,,
,,POINT (16.398997231669863 48.25550164925075),,,"25, 26, 30",,,,
,,POINT (16.281516188637088 48.242586983909206),,,"43A, 43B",,,,
,,POINT (16.37210174801014 48.17278276062179),,,"11, 7A, N65, N66, O",,,,
,,POINT (16.372613743106847 48.17128506718803),,,7A,,,,
,,POINT (16.472748444875204 48.164484937620955),,,"73A, 76B, 79A, 79B",,,,
,,POINT (16.472802343593248 48.163442342827814),,,"73A, 76B, 79A, 79B",,,,
,,POINT (16.48310606651563 48.21655018320369),,,"92A, 93A, 97A, 98A, N26, N91",,,,
,,POINT (16.481489104274424 48.23808188101313),,,"26E, N23",,,,
,,POINT (16.29786527079424 48.143935444180286),,,60A,,,,
,,POINT (16.295044589091873 48.147351929752105),,,"58A, 58B, 66A, N66",,,,
,,POINT (16.288361121992143 48.14710623570298),,,"56A, 58B, 60A",,,,
,,POINT (16.28750772436624 48.146560838362994),,,SV510,,,,
,,POINT (16.288343122387076 48.14774153192558),,,"60A, 66A, N66",,,,
,,POINT (16.2642728368959 48.139044113635286),,,"250, N60",,,,
,,POINT (16.280132656432258 48.21519751576722),,,"46A, 46B",,,,
,,POINT (16.36568777922127 48.17239336586566),,,7A,,,,
,,POINT (16.465678804955118 48.18278025508169),,,79A,,,,
,,POINT (16.393140194461488 48.20821757812964),,,"1, N29",,,,
,,POINT (16.283402555615638 48.22588096216798),,,44A,,,,
,,POINT (16.297506091435974 48.228717540447896),,,44A,,,,
,,POINT (16.263963049095782 48.153249420814426),,,56A,,,,
,,POINT (16.361115433366663 48.19500356127181),,,"59A, N62, N71",,,,
,,POINT (16.397191489337033 48.14674056885368),,,"68B, N68",,,,
,,POINT (16.34537703783196 48.21549677348899),,,"33, 43, 44, N43",,,,
,,POINT (16.321401045926162 48.20854692161052),,,48A,,,,
,,POINT (16.32076324487422 48.20593073458645),,,48A,,,,
,,POINT (16.451332894993065 48.26986604874308),,,29A,,,,
,,POINT (16.269990734093504 48.16375406716666),,,56A,,,,
,,POINT (16.451952585243394 48.19238661725843),,,"79A, 79B",,,,
,,POINT (16.33713040143695 48.15992514349005),,,"16A, N65",,,,
,,POINT (16.255941157485093 48.20264989035969),,,"450, 451, 453, 49, 49A, 50A, 50B, N49",,,,
,,POINT (16.42101480290066 48.240068208945495),,,"20A, 20B",,,,
,,POINT (16.39106518170024 48.263276417256286),,,"36A, 36B",,,,
,,POINT (16.297883352618417 48.202625863972266),,,51A,,,,
,,POINT (16.399662030031415 48.257146440999236),,,25,,,,
,,POINT (16.269433753541467 48.17507731353738),,,54B,,,,
,,POINT (16.337337212514445 48.24060075853627),,,"35A, N35",,,,
,,POINT (16.504607029073142 48.21559241517814),,,"26A, 550, 552, N26",,,,
,,POINT (16.278902047013695 48.203685670814195),,,47A,,,,
,,POINT (16.290571094527746 48.20675694915091),,,51A,,,,
,,POINT (16.38341149649575 48.174963342728354),,,"11, 6, N6",,,,
,,POINT (16.295907017632956 48.1705003190851),,,"56A, 58A, 58B, 62, N62",,,,
,,POINT (16.51799637694393 48.20291912622088),,,88B,,,,
,,POINT (16.35698320104633 48.22984849772877),,,"1, 31, 33, D",,,,
,,POINT (16.39848522917418 48.251835166564454),,,33A,,,,
,,POINT (16.336313099959003 48.2284123173037),,,"40, 41, N41",,,,
,,POINT (16.387786317052342 48.27790174915529),,,"26, 850, N20",,,,
,,POINT (16.302249110918922 48.18847612890843),,,"51A, N54, N60",,,,
,,POINT (16.303964802358156 48.18839822859545),,,"51A, N54",,,,
,,POINT (16.273691841513386 48.253121238624935),,,43A,,,,
,,POINT (16.407558141828858 48.22135640649326),,,"11A, 11B",,,,
,,POINT (16.38227055835933 48.14347979396757),,,"16A, 17A, 67A, 67B, N17, N67",,,,
,,POINT (16.29632029968562 48.23060253141434),,,"43, N43",,,,
,,POINT (16.337615634287072 48.25719427908547),,,38A,,,,
,,POINT (16.386852029388308 48.21114496791021),,,"1, N29, O",,,,
,,POINT (16.36571473873691 48.21507176226763),,,"1, 2, 3A, 71, D, E4, N25, N38, N60, N66",,,,
,,POINT (16.24950930663194 48.21473663698608),,,"43B, 52A, 52B",,,,
,,POINT (16.364079831011818 48.203805317599816),,,"1, 2, 57A, 71, D, N25, N38, N60, N66",,,,
,,POINT (16.361667946244243 48.26978239547937),,,400,,,,
,,POINT (16.36068425571541 48.210246988430406),,,"1, 2, 71, D, N25, N38, N60, N66",,,,
,,POINT (16.36658611278592 48.19959623632517),,,"59A, N62, N66, N71",,,,
,,POINT (16.36597531507706 48.19958423633623),,,"59A, N60, N62, N71",,,,
,,POINT (16.33133645154425 48.24777962815831),,,39A,,,,
,,POINT (16.218279433666382 48.21804078167161),,,450,,,,
,,POINT (16.374967434610088 48.24519531313477),,,"11A, N29",,,,
,,POINT (16.475407464950663 48.18793702417979),,,92B,,,,
,,POINT (16.270898016864447 48.15436411132445),,,"56A, 60, N60",,,,
,,POINT (16.348503066796145 48.17496936443849),,,7A,,,,
,,POINT (16.356668744743498 48.188320395845736),,,"12A, 14A, 59A, N62",,,,
,,POINT (16.487992927306333 48.27773428797131),,,25A,,,,
,,POINT (16.224096022625545 48.20924737853107),,,"451, 453, 50A, 50B, N49, SV110",,,,
,,POINT (16.262310225290314 48.20160209115588),,,"47B, 49",,,,
,,POINT (16.515993196099707 48.20978599502589),,,98A,,,,
,,POINT (16.355626827944043 48.244262029797646),,,"10A, 37, 39A",,,,
,,POINT (16.394811072653567 48.19834482437091),,,74A,,,,
,,POINT (16.404378098205036 48.25031577088759),,,33A,,,,
,,POINT (16.360693271557068 48.221093136898205),,,"1, D",,,,
,,POINT (16.360747170071317 48.220799838697175),,,N38,,,,
,,POINT (16.360199173406915 48.22065623904846),,,40A,,,,
,,POINT (16.461375898264883 48.23469531017688),,,95A,,,,
,,POINT (16.349006189227932 48.193009477947),,,57A,,,,
,,POINT (16.46596627533022 48.234934605489904),,,"22A, 95A, 95B, 98A, N23, N24",,,,
,,POINT (16.471724448093532 48.23581419825441),,,"22A, 95A, 95B, N23, N24",,,,
,,POINT (16.468310861010234 48.23304981330493),,,22A,,,,
,,POINT (16.492807876254414 48.25843817698726),,,"28A, 85A",,,,
,,POINT (16.277644345382438 48.19800359947232),,,"49, N49",,,,
,,POINT (16.468193955878803 48.15599998102445),,,"71B, 79A, 79B",,,,
,,POINT (16.272132998977476 48.13902610688147),,,"250, 253, 259",,,,
,,POINT (16.364960243033345 48.215640460134466),,,40A,,,,
,,POINT (16.370547695207215 48.20125472534058),,,"71, U2Z",,,,
,,POINT (16.49729944408376 48.251123309321834),,,"24A, 28A, 97A, N24",,,,
,,POINT (16.450407439846177 48.154292100446995),,,"71B, N71",,,,
,,POINT (16.34921287448178 48.254568584689494),,,38A,,,,
,,POINT (16.34817977843243 48.25371328946209),,,38A,,,,
,,POINT (16.374796720075768 48.233486669433184),,,5A,,,,
,,POINT (16.2781114660327 48.215131717397234),,,"46A, 46B, 52B",,,,
,,POINT (16.332576165323392 48.261446462142565),,,38A,,,,
,,POINT (16.42363778805251 48.16716315554484),,,"11, 71, N71",,,,
,,POINT (16.47370962943982 48.15668917436978),,,"79A, 79B",,,,
,,POINT (16.316586204078895 48.23336700620969),,,40,,,,
,,POINT (16.363945198651102 48.25218808639338),,,"D, E4, N36",,,,
,,POINT (16.354782195261738 48.14605729875894),,,"16A, 17A, 66A, 67A, N66, N67",,,,
,,POINT (16.40733783361464 48.13702368406096),,,"17A, 266, 70A, N17",,,,
,,POINT (16.308663016134325 48.213856704204424),,,"33, 44",,,,
,,POINT (16.325093133691194 48.21318629738555),,,"2, 33, 44, 9",,,,
,,POINT (16.365741702710352 48.18941628528022),,,"1, 303, 62, N62, WLB",,,,
,,POINT (16.36606510293495 48.190524279363416),,,13A,,,,
,,POINT (16.365562003294944 48.18979358306322),,,13A,,,,
,,POINT (16.418584669085707 48.13225749582609),,,"266, 70A",,,,
,,POINT (16.31948764166452 48.19906936751542),,,"10A, 12A, 49, N49, U3",,,,
,,POINT (16.33287250351538 48.21808256856811),,,"42E, 43, 9, N43",,,,
,,POINT (16.35222205977545 48.18272642520296),,,12A,,,,
,,POINT (16.290103820915014 48.15308760604877),,,"56A, 58A, 58B",,,,
,,POINT (16.392646132136615 48.233265259348364),,,"11A, 11B",,,,
,,POINT (16.389016953691534 48.23658614604214),,,"11A, 11B, 37A, 5A",,,,
,,POINT (16.53630399643314 48.20976798265555),,,"26A, 88A, N26",,,,
,,POINT (16.408357601923427 48.19500953196345),,,"18, 77A, N75",,,,
,,POINT (16.369236070917612 48.178665334160826),,,14A,,,,
,,POINT (16.322407280763436 48.237423782961876),,,"41, N41",,,,
,,POINT (16.31657710892049 48.165228031440684),,,"16A, 62, 62A, 64B, N8, SV510",,,,
,,POINT (16.260998621855645 48.19474012520338),,,53A,,,,
,,POINT (16.30535717143521 48.17110541003443),,,8A,,,,
