FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.9309175,9309175,POINT (16.453201230935072 48.1577438817623),Kaiserebersdorfer Friedhof,Kaiserebersdorfer Friedhof,N71,,11,https://anachb.vor.at?P=SQ&input=Wien%20Kaiserebersdorfer%20Friedhof&start=1,
OEFFHALTESTOGD.9309176,9309176,POINT (16.453569530501262 48.15875057705185),Kaiserebersdorfer Friedhof,Kaiserebersdorfer Friedhof,"N71, 73A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Kaiserebersdorfer%20Friedhof&start=1,
OEFFHALTESTOGD.9309177,9309177,POINT (16.453569530501262 48.15875057705185),Kaiserebersdorfer Friedhof,Kaiserebersdorfer Friedhof,N71,,10,https://anachb.vor.at?P=SQ&input=Wien%20Kaiserebersdorfer%20Friedhof&start=1,
OEFFHALTESTOGD.9309178,9309178,POINT (16.453569530501262 48.15875057705185),Kaiserebersdorfer Friedhof,Kaiserebersdorfer Friedhof,N71,,11,https://anachb.vor.at?P=SQ&input=Wien%20Kaiserebersdorfer%20Friedhof&start=1,
OEFFHALTESTOGD.9309179,9309179,POINT (16.469784053918808 48.160170760149725),"Kaiserebersdorf, Zinnergasse","Kaiserebersdorf, Zinnergasse",71B,,2,"https://anachb.vor.at?P=SQ&input=Wien%20Kaiserebersdorf,%20Zinnergasse&start=1",
OEFFHALTESTOGD.9309180,9309180,POINT (16.47075414956862 48.16087785609236),"Kaiserebersdorf, Zinnergasse","Kaiserebersdorf, Zinnergasse","79A, 79B, 76B",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Kaiserebersdorf,%20Zinnergasse&start=1",
OEFFHALTESTOGD.9309181,9309181,POINT (16.470278049987957 48.15945766313717),"Kaiserebersdorf, Zinnergasse","Kaiserebersdorf, Zinnergasse","11, 71",,1,"https://anachb.vor.at?P=SQ&input=Wien%20Kaiserebersdorf,%20Zinnergasse&start=1",
OEFFHALTESTOGD.9309182,9309182,POINT (16.47107754765731 48.160817855887124),"Kaiserebersdorf, Zinnergasse","Kaiserebersdorf, Zinnergasse","79A, 79B, 76B",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Kaiserebersdorf,%20Zinnergasse&start=1",
OEFFHALTESTOGD.9309183,9309183,POINT (16.469649253811877 48.160044860245186),"Kaiserebersdorf, Zinnergasse","Kaiserebersdorf, Zinnergasse","71B, N71",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Kaiserebersdorf,%20Zinnergasse&start=1",
OEFFHALTESTOGD.9309184,9309184,POINT (16.469649253811877 48.160044860245186),"Kaiserebersdorf, Zinnergasse","Kaiserebersdorf, Zinnergasse",N71,,10,"https://anachb.vor.at?P=SQ&input=Wien%20Kaiserebersdorf,%20Zinnergasse&start=1",
OEFFHALTESTOGD.9309185,9309185,POINT (16.469649253811877 48.160044860245186),"Kaiserebersdorf, Zinnergasse","Kaiserebersdorf, Zinnergasse",N71,,11,"https://anachb.vor.at?P=SQ&input=Wien%20Kaiserebersdorf,%20Zinnergasse&start=1",
OEFFHALTESTOGD.9309186,9309186,POINT (16.469837952539024 48.159559562571914),"Kaiserebersdorf, Zinnergasse","Kaiserebersdorf, Zinnergasse","11, 71",,1,"https://anachb.vor.at?P=SQ&input=Wien%20Kaiserebersdorf,%20Zinnergasse&start=1",
OEFFHALTESTOGD.9309187,9309187,POINT (16.41659959402242 48.2318411229997),Kaisermühlen-VIC,Kaisermühlen-VIC,"VAL 3, N25",,3,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.9309188,9309188,POINT (16.416559212362127 48.231841151282),Kaisermühlen-VIC,Kaisermühlen-VIC,"VAL 3, N25",,2,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.9309189,9309189,POINT (16.416559212362127 48.231841151282),Kaisermühlen-VIC,Kaisermühlen-VIC,N25,,10,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.9309190,9309190,POINT (16.416559212362127 48.231841151282),Kaisermühlen-VIC,Kaisermühlen-VIC,N25,,11,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.9309191,9309191,POINT (16.415526118744694 48.232834447354),Kaisermühlen-VIC,Kaisermühlen-VIC,"N90, 20A, 92A, 92B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.9309192,9309192,POINT (16.415526118744694 48.232834447354),Kaisermühlen-VIC,Kaisermühlen-VIC,N90,,10,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.9309193,9309193,POINT (16.415526118744694 48.232834447354),Kaisermühlen-VIC,Kaisermühlen-VIC,N90,,11,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.9309194,9309194,POINT (16.415526118744694 48.232834447354),Kaisermühlen-VIC,Kaisermühlen-VIC,N90,,13,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.9309195,9309195,POINT (16.415526118744694 48.232834447354),Kaisermühlen-VIC,Kaisermühlen-VIC,N90,,12,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.9309196,9309196,POINT (16.41575071829239 48.23270284726721),Kaisermühlen-VIC,Kaisermühlen-VIC,"N90, 20A, 92A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.9309197,9309197,POINT (16.41575071829239 48.23270284726721),Kaisermühlen-VIC,Kaisermühlen-VIC,N90,,10,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.9309156,9309156,POINT (16.508267755489886 48.22540212490401),Seestadt,Seestadt,89A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Seestadt&start=1,
OEFFHALTESTOGD.9309198,9309198,POINT (16.41575071829239 48.23270284726721),Kaisermühlen-VIC,Kaisermühlen-VIC,N90,,11,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.9309199,9309199,POINT (16.41575071829239 48.23270284726721),Kaisermühlen-VIC,Kaisermühlen-VIC,N90,,13,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.9309200,9309200,POINT (16.41575071829239 48.23270284726721),Kaisermühlen-VIC,Kaisermühlen-VIC,N90,,12,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.9309201,9309201,POINT (16.416649012813664 48.23225404887595),Kaisermühlen-VIC,Kaisermühlen-VIC,N25,,11,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.9309202,9309202,POINT (16.416649012813664 48.23225404887595),Kaisermühlen-VIC,Kaisermühlen-VIC,N25,,10,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.9309203,9309203,POINT (16.417372092807575 48.232750617544724),Kaisermühlen-VIC,Kaisermühlen-VIC,VAL 3,,3,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.9309204,9309204,POINT (16.441604065233008 48.21342562368998),Kaisermühlenstraße,Kaisermühlenstraße,"93A, 92A, N91",,2,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlenstraße&start=1,
OEFFHALTESTOGD.9309205,9309205,POINT (16.441604065233008 48.21342562368998),Kaisermühlenstraße,Kaisermühlenstraße,N91,,10,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlenstraße&start=1,
OEFFHALTESTOGD.9309206,9309206,POINT (16.441604065233008 48.21342562368998),Kaisermühlenstraße,Kaisermühlenstraße,N91,,11,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlenstraße&start=1,
OEFFHALTESTOGD.9309207,9309207,POINT (16.441604065233008 48.21342562368998),Kaisermühlenstraße,Kaisermühlenstraße,N91,,13,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlenstraße&start=1,
OEFFHALTESTOGD.9309208,9309208,POINT (16.441604065233008 48.21342562368998),Kaisermühlenstraße,Kaisermühlenstraße,N91,,12,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlenstraße&start=1,
OEFFHALTESTOGD.9309209,9309209,POINT (16.44061596910598 48.21316822565683),Kaisermühlenstraße,Kaisermühlenstraße,N91,,13,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlenstraße&start=1,
OEFFHALTESTOGD.9309210,9309210,POINT (16.44061596910598 48.21316822565683),Kaisermühlenstraße,Kaisermühlenstraße,N91,,12,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlenstraße&start=1,
OEFFHALTESTOGD.9309211,9309211,POINT (16.441604065452523 48.213515423191346),Kaisermühlenstraße,Kaisermühlenstraße,"93A, 92A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlenstraße&start=1,
OEFFHALTESTOGD.9309212,9309212,POINT (16.341622030490132 48.19666826570103),Mariahilfer Straße/Kaiserstraße,Mariahilfer Straße/Kaiserstraße,5,,1,https://anachb.vor.at?P=SQ&input=Wien%20Mariahilfer%20Straße/Kaiserstraße&start=1,
OEFFHALTESTOGD.9309213,9309213,POINT (16.3260812765712 48.175598375851784),Hohenbergstraße,Hohenbergstraße,7A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Hohenbergstraße&start=1,
OEFFHALTESTOGD.9309214,9309214,POINT (16.32626987374159 48.17411878277513),Hohenbergstraße,Hohenbergstraße,"8A, 7A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Hohenbergstraße&start=1,
OEFFHALTESTOGD.9309215,9309215,POINT (16.316433421982417 48.1742265884048),Hohenfelsplatz,Hohenfelsplatz,"63A, 8A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Hohenfelsplatz&start=1,
OEFFHALTESTOGD.9309216,9309216,POINT (16.316747820638607 48.17399298940617),Hohenfelsplatz,Hohenfelsplatz,"63A, 8A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Hohenfelsplatz&start=1,
OEFFHALTESTOGD.9309217,9309217,POINT (16.37230840004451 48.21116287766234),Hoher Markt,Hoher Markt,"1A, 3A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Hoher%20Markt&start=1,
OEFFHALTESTOGD.9309218,9309218,POINT (16.371841303048996 48.211150977662975),Hoher Markt,Hoher Markt,3A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Hoher%20Markt&start=1,
OEFFHALTESTOGD.9309219,9309219,POINT (16.324724799263244 48.18639192523779),Hollergasse,Hollergasse,57A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Hollergasse&start=1,
OEFFHALTESTOGD.9309220,9309220,POINT (16.324230700289093 48.18623622638069),Hollergasse,Hollergasse,57A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Hollergasse&start=1,
OEFFHALTESTOGD.9309221,9309221,POINT (16.42562324314498 48.28549968942623),Kollarzgasse,Kollarzgasse,32A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Kollarzgasse&start=1,
OEFFHALTESTOGD.9309222,9309222,POINT (16.425677142960843 48.28540408990964),Kollarzgasse,Kollarzgasse,32A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Kollarzgasse&start=1,
OEFFHALTESTOGD.9309223,9309223,POINT (16.39446072082766 48.23194886424895),Holubstraße,Holubstraße,"11B, 11A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Holubstraße&start=1,
OEFFHALTESTOGD.9309224,9309224,POINT (16.394658419897286 48.231673565459765),Holubstraße,Holubstraße,"11B, 11A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Holubstraße&start=1,
OEFFHALTESTOGD.9309225,9309225,POINT (16.39186468552521 48.26907088901498),Hopfengasse,Hopfengasse,N20,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hopfengasse&start=1,
OEFFHALTESTOGD.9309226,9309226,POINT (16.39186468552521 48.26907088901498),Hopfengasse,Hopfengasse,N20,,10,https://anachb.vor.at?P=SQ&input=Wien%20Hopfengasse&start=1,
OEFFHALTESTOGD.9309227,9309227,POINT (16.391891585551274 48.26904098924678),Hopfengasse,Hopfengasse,26,,1,https://anachb.vor.at?P=SQ&input=Wien%20Hopfengasse&start=1,
OEFFHALTESTOGD.9309228,9309228,POINT (16.39205779505021 48.268586471785795),Hopfengasse,Hopfengasse,850,,3,https://anachb.vor.at?P=SQ&input=Wien%20Hopfengasse&start=1,
OEFFHALTESTOGD.9309229,9309229,POINT (16.392053283343323 48.268484891719275),Hopfengasse,Hopfengasse,N20,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hopfengasse&start=1,
OEFFHALTESTOGD.9309230,9309230,POINT (16.392053283343323 48.268484891719275),Hopfengasse,Hopfengasse,N20,,10,https://anachb.vor.at?P=SQ&input=Wien%20Hopfengasse&start=1,
OEFFHALTESTOGD.9309231,9309231,POINT (16.3920353836527 48.26853869165968),Hopfengasse,Hopfengasse,26,,1,https://anachb.vor.at?P=SQ&input=Wien%20Hopfengasse&start=1,
OEFFHALTESTOGD.9309232,9309232,POINT (16.39200389592951 48.26911266886987),Hopfengasse,Hopfengasse,850,,3,https://anachb.vor.at?P=SQ&input=Wien%20Hopfengasse&start=1,
OEFFHALTESTOGD.9309233,9309233,POINT (16.391469386719734 48.269058889178716),Hopfengasse,Hopfengasse,36A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Hopfengasse&start=1,
OEFFHALTESTOGD.9309234,9309234,POINT (16.276746028766176 48.1834691693544),Horeischygasse,Horeischygasse,54B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Horeischygasse&start=1,
OEFFHALTESTOGD.9309235,9309235,POINT (16.46173532395543 48.25479581369552),Hosnedlgasse Süd,Hosnedlgasse Süd,"N25, 27A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Hosnedlgasse%20Süd&start=1,
OEFFHALTESTOGD.9309236,9309236,POINT (16.46173532395543 48.25479581369552),Hosnedlgasse Süd,Hosnedlgasse Süd,N25,,10,https://anachb.vor.at?P=SQ&input=Wien%20Hosnedlgasse%20Süd&start=1,
OEFFHALTESTOGD.9309237,9309237,POINT (16.46173532395543 48.25479581369552),Hosnedlgasse Süd,Hosnedlgasse Süd,N25,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hosnedlgasse%20Süd&start=1,
OEFFHALTESTOGD.9309238,9309238,POINT (16.407854587262946 48.255017145927965),Hoßplatz,Hoßplatz,"25, 26",,1,https://anachb.vor.at?P=SQ&input=Wien%20Hoßplatz&start=1,
OEFFHALTESTOGD.9309239,9309239,POINT (16.40784558791242 48.25496934600429),Hoßplatz,Hoßplatz,"25, 26",,1,https://anachb.vor.at?P=SQ&input=Wien%20Hoßplatz&start=1,
OEFFHALTESTOGD.9309240,9309240,POINT (16.407665989072317 48.2550351463296),Hoßplatz,Hoßplatz,N20,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hoßplatz&start=1,
OEFFHALTESTOGD.9309241,9309241,POINT (16.407665989072317 48.2550351463296),Hoßplatz,Hoßplatz,N20,,10,https://anachb.vor.at?P=SQ&input=Wien%20Hoßplatz&start=1,
OEFFHALTESTOGD.9309242,9309242,POINT (16.40795338734858 48.25495134639781),Hoßplatz,Hoßplatz,N20,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hoßplatz&start=1,
OEFFHALTESTOGD.9309243,9309243,POINT (16.40795338734858 48.25495134639781),Hoßplatz,Hoßplatz,N20,,10,https://anachb.vor.at?P=SQ&input=Wien%20Hoßplatz&start=1,
OEFFHALTESTOGD.9309244,9309244,POINT (16.38907972782983 48.14634497576775),Hubert-Gsur-Gasse,Hubert-Gsur-Gasse,19A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Hubert-Gsur-Gasse&start=1,
OEFFHALTESTOGD.9308934,9308934,POINT (16.466190874734345 48.234958605988986),Hirschstetten Ort,Hirschstetten Ort,"N24, N23",,12,https://anachb.vor.at?P=SQ&input=Wien%20Hirschstetten%20Ort&start=1,
OEFFHALTESTOGD.9308935,9308935,POINT (16.46703527038666 48.23453370706373),Hirschstetten Ort,Hirschstetten Ort,95B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Hirschstetten%20Ort&start=1,
OEFFHALTESTOGD.9308936,9308936,POINT (16.466577171045525 48.234318308164546),Hirschstetten Ort,Hirschstetten Ort,95A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Hirschstetten%20Ort&start=1,
OEFFHALTESTOGD.9308937,9308937,POINT (16.471724448093532 48.23581419825441),Blumengärten Hirschstetten,Blumengärten Hirschstetten,"95A, N24, N23",,2,https://anachb.vor.at?P=SQ&input=Wien%20Blumengärten%20Hirschstetten&start=1,
OEFFHALTESTOGD.9308938,9308938,POINT (16.471724448093532 48.23581419825441),Blumengärten Hirschstetten,Blumengärten Hirschstetten,"N24, N23",,10,https://anachb.vor.at?P=SQ&input=Wien%20Blumengärten%20Hirschstetten&start=1,
OEFFHALTESTOGD.9308939,9308939,POINT (16.471724448093532 48.23581419825441),Blumengärten Hirschstetten,Blumengärten Hirschstetten,"N24, N23",,11,https://anachb.vor.at?P=SQ&input=Wien%20Blumengärten%20Hirschstetten&start=1,
OEFFHALTESTOGD.9308940,9308940,POINT (16.471724448093532 48.23581419825441),Blumengärten Hirschstetten,Blumengärten Hirschstetten,"N24, N23",,13,https://anachb.vor.at?P=SQ&input=Wien%20Blumengärten%20Hirschstetten&start=1,
OEFFHALTESTOGD.9308941,9308941,POINT (16.471724448093532 48.23581419825441),Blumengärten Hirschstetten,Blumengärten Hirschstetten,"N24, N23",,12,https://anachb.vor.at?P=SQ&input=Wien%20Blumengärten%20Hirschstetten&start=1,
OEFFHALTESTOGD.9308942,9308942,POINT (16.471670548684173 48.23591589776732),Blumengärten Hirschstetten,Blumengärten Hirschstetten,"95A, N23",,2,https://anachb.vor.at?P=SQ&input=Wien%20Blumengärten%20Hirschstetten&start=1,
OEFFHALTESTOGD.9308943,9308943,POINT (16.471670548684173 48.23591589776732),Blumengärten Hirschstetten,Blumengärten Hirschstetten,N23,,10,https://anachb.vor.at?P=SQ&input=Wien%20Blumengärten%20Hirschstetten&start=1,
OEFFHALTESTOGD.9308944,9308944,POINT (16.471670548684173 48.23591589776732),Blumengärten Hirschstetten,Blumengärten Hirschstetten,N23,,11,https://anachb.vor.at?P=SQ&input=Wien%20Blumengärten%20Hirschstetten&start=1,
OEFFHALTESTOGD.9308945,9308945,POINT (16.467592265579324 48.23333101228139),Hirschstetten,Hirschstetten,95B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Hirschstetten&start=1,
OEFFHALTESTOGD.9308946,9308946,POINT (16.468310861010234 48.23304981330493),Hirschstetten S (Guido-Lammer-Gasse),Hirschstetten S (Guido-Lammer-Gasse),22A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Hirschstetten&start=1,
OEFFHALTESTOGD.9308947,9308947,POINT (16.36162744043966 48.202296526183524),Museumsquartier,Museumsquartier,"N46, N49",,2,https://anachb.vor.at?P=SQ&input=Wien%20Museumsquartier&start=1,
OEFFHALTESTOGD.9308948,9308948,POINT (16.36162744043966 48.202296526183524),Museumsquartier,Museumsquartier,"N46, N49",,10,https://anachb.vor.at?P=SQ&input=Wien%20Museumsquartier&start=1,
OEFFHALTESTOGD.9308949,9308949,POINT (16.36162744043966 48.202296526183524),Museumsquartier,Museumsquartier,"N46, N49",,11,https://anachb.vor.at?P=SQ&input=Wien%20Museumsquartier&start=1,
OEFFHALTESTOGD.9308950,9308950,POINT (16.3624359369643 48.202745623267255),Museumsquartier (Nibelungengasse),Museumsquartier (Nibelungengasse),57A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Museumsquartier&start=1,
OEFFHALTESTOGD.9308951,9308951,POINT (16.27525018042755 48.138060908315865),Aquäduktsteg,Aquäduktsteg,"259, 253, 250",,3,https://anachb.vor.at?P=SQ&input=Wien%20Aquäduktsteg&start=1,
OEFFHALTESTOGD.9308952,9308952,POINT (16.274980682347703 48.13792900926143),Aquäduktsteg,Aquäduktsteg,"259, 253, 250",,3,https://anachb.vor.at?P=SQ&input=Wien%20Aquäduktsteg&start=1,
OEFFHALTESTOGD.9308953,9308953,POINT (16.37741077858926 48.21317426407742),Marienbrücke,Marienbrücke,2,,1,https://anachb.vor.at?P=SQ&input=Wien%20Marienbrücke&start=1,
OEFFHALTESTOGD.9308954,9308954,POINT (16.45474645111334 48.25030983953144),Markomannenstraße,Markomannenstraße,"N24, 24A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Markomannenstraße&start=1,
OEFFHALTESTOGD.9308955,9308955,POINT (16.45474645111334 48.25030983953144),Markomannenstraße,Markomannenstraße,N24,,10,https://anachb.vor.at?P=SQ&input=Wien%20Markomannenstraße&start=1,
OEFFHALTESTOGD.9308956,9308956,POINT (16.45474645111334 48.25030983953144),Markomannenstraße,Markomannenstraße,N24,,11,https://anachb.vor.at?P=SQ&input=Wien%20Markomannenstraße&start=1,
OEFFHALTESTOGD.9308957,9308957,POINT (16.45474645111334 48.25030983953144),Markomannenstraße,Markomannenstraße,N24,,13,https://anachb.vor.at?P=SQ&input=Wien%20Markomannenstraße&start=1,
OEFFHALTESTOGD.9308958,9308958,POINT (16.45474645111334 48.25030983953144),Markomannenstraße,Markomannenstraße,N24,,12,https://anachb.vor.at?P=SQ&input=Wien%20Markomannenstraße&start=1,
OEFFHALTESTOGD.9308959,9308959,POINT (16.454926051138056 48.25024403934899),Markomannenstraße,Markomannenstraße,"N24, 24A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Markomannenstraße&start=1,
OEFFHALTESTOGD.9308960,9308960,POINT (16.454926051138056 48.25024403934899),Markomannenstraße,Markomannenstraße,N24,,10,https://anachb.vor.at?P=SQ&input=Wien%20Markomannenstraße&start=1,
OEFFHALTESTOGD.9308961,9308961,POINT (16.454926051138056 48.25024403934899),Markomannenstraße,Markomannenstraße,N24,,11,https://anachb.vor.at?P=SQ&input=Wien%20Markomannenstraße&start=1,
OEFFHALTESTOGD.9308962,9308962,POINT (16.454926051138056 48.25024403934899),Markomannenstraße,Markomannenstraße,N24,,13,https://anachb.vor.at?P=SQ&input=Wien%20Markomannenstraße&start=1,
OEFFHALTESTOGD.9308963,9308963,POINT (16.454926051138056 48.25024403934899),Markomannenstraße,Markomannenstraße,N24,,12,https://anachb.vor.at?P=SQ&input=Wien%20Markomannenstraße&start=1,
OEFFHALTESTOGD.9308964,9308964,POINT (16.305725529893706 48.21350950779252),Maroltingergasse,Maroltingergasse,"45A, 46A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Maroltingergasse&start=1,
OEFFHALTESTOGD.9308965,9308965,POINT (16.306480126421842 48.21379680586996),Maroltingergasse,Maroltingergasse,46B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Maroltingergasse&start=1,
OEFFHALTESTOGD.9308966,9308966,POINT (16.30710902253647 48.213431707454994),Maroltingergasse,Maroltingergasse,46,,1,https://anachb.vor.at?P=SQ&input=Wien%20Maroltingergasse&start=1,
OEFFHALTESTOGD.9308967,9308967,POINT (16.305977127395476 48.21346760725735),Maroltingergasse,Maroltingergasse,44,,1,https://anachb.vor.at?P=SQ&input=Wien%20Maroltingergasse&start=1,
OEFFHALTESTOGD.9308968,9308968,POINT (16.307162921527546 48.213401807032234),Maroltingergasse,Maroltingergasse,"46B, 45A, 46A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Maroltingergasse&start=1,
OEFFHALTESTOGD.9308969,9308969,POINT (16.30637232633314 48.21383870514357),Maroltingergasse,Maroltingergasse,10,,1,https://anachb.vor.at?P=SQ&input=Wien%20Maroltingergasse&start=1,
OEFFHALTESTOGD.9308970,9308970,POINT (16.306534025317184 48.21315030889406),Maroltingergasse,Maroltingergasse,"46, 10",,1,https://anachb.vor.at?P=SQ&input=Wien%20Maroltingergasse&start=1,
OEFFHALTESTOGD.9308971,9308971,POINT (16.306812523563284 48.21347960739324),Maroltingergasse,Maroltingergasse,N46,,11,https://anachb.vor.at?P=SQ&input=Wien%20Maroltingergasse&start=1,
OEFFHALTESTOGD.9308972,9308972,POINT (16.306812523563284 48.21347960739324),Maroltingergasse,Maroltingergasse,N46,,10,https://anachb.vor.at?P=SQ&input=Wien%20Maroltingergasse&start=1,
OEFFHALTESTOGD.9308973,9308973,POINT (16.3057615300244 48.21440740329527),Maroltingergasse,Maroltingergasse,44,,1,https://anachb.vor.at?P=SQ&input=Wien%20Maroltingergasse&start=1,
OEFFHALTESTOGD.9308974,9308974,POINT (16.303605472784728 48.16561743739809),Marschallplatz,Marschallplatz,63A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Marschallplatz&start=1,
OEFFHALTESTOGD.9308975,9308975,POINT (16.303515672956344 48.16564143746621),Marschallplatz,Marschallplatz,63A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Marschallplatz&start=1,
OEFFHALTESTOGD.9308976,9308976,POINT (16.277675791834096 48.24017001877622),Schwarzenbergallee,Schwarzenbergallee,445,,3,https://anachb.vor.at?P=SQ&input=Wien%20Schwarzenbergallee&start=1,
OEFFHALTESTOGD.9308977,9308977,POINT (16.277635403598083 48.240169998265046),Schwarzenbergallee,Schwarzenbergallee,445,,2,https://anachb.vor.at?P=SQ&input=Wien%20Schwarzenbergallee&start=1,
OEFFHALTESTOGD.9308978,9308978,POINT (16.277738692047766 48.2400863183784),Schwarzenbergallee,Schwarzenbergallee,445,,3,https://anachb.vor.at?P=SQ&input=Wien%20Schwarzenbergallee&start=1,
OEFFHALTESTOGD.9308979,9308979,POINT (16.27769830387761 48.24008629788937),Schwarzenbergallee,Schwarzenbergallee,445,,2,https://anachb.vor.at?P=SQ&input=Wien%20Schwarzenbergallee&start=1,
OEFFHALTESTOGD.9308980,9308980,POINT (16.3417658718547 48.22664102207972),Martinstraße,Martinstraße,"40, 41",,1,https://anachb.vor.at?P=SQ&input=Wien%20Martinstraße&start=1,
OEFFHALTESTOGD.9308981,9308981,POINT (16.342592267221008 48.22656922260231),Martinstraße,Martinstraße,N41,,11,https://anachb.vor.at?P=SQ&input=Wien%20Martinstraße&start=1,
OEFFHALTESTOGD.9308982,9308982,POINT (16.342592267221008 48.22656922260231),Martinstraße,Martinstraße,N41,,10,https://anachb.vor.at?P=SQ&input=Wien%20Martinstraße&start=1,
OEFFHALTESTOGD.9308983,9308983,POINT (16.34276296645563 48.226593121947424),Martinstraße,Martinstraße,"40, 41",,1,https://anachb.vor.at?P=SQ&input=Wien%20Martinstraße&start=1,
OEFFHALTESTOGD.9308984,9308984,POINT (16.34189157140208 48.22665292269087),Martinstraße,Martinstraße,N41,,11,https://anachb.vor.at?P=SQ&input=Wien%20Martinstraße&start=1,
OEFFHALTESTOGD.9308985,9308985,POINT (16.34189157140208 48.22665292269087),Martinstraße,Martinstraße,N41,,10,https://anachb.vor.at?P=SQ&input=Wien%20Martinstraße&start=1,
OEFFHALTESTOGD.9308986,9308986,POINT (16.349033104130942 48.203996925558755),Burggasse/Neubaugasse,Burggasse/Neubaugasse,"13A, N71",,2,https://anachb.vor.at?P=SQ&input=Wien%20Burggasse/Neubaugasse&start=1,
