FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.9313599,9313599,POINT (16.331983146691012 48.174334378195404),Meidling,Meidling,"RJX 865, NJ 467, D 16845, D 19930, IC 530, RJ 644, RJ 558, RJ 649, D 852, IC 495, RJ 535, RJX 869, IC 296, RJ 132, RJ 19932, NJ 40294, D 14000, RJ 530, RJX 262, RJX 764, RJ 559, IC 358, R97, RJX 8",,4,https://anachb.vor.at?P=SQ&input=Wien%20Meidling&start=1,
OEFFHALTESTOGD.9313600,9313600,POINT (16.35446786183284 48.19262017702289),Pilgramgasse,Pilgramgasse,"12A, 13A, N60, U4, 14A, N71",,4,https://anachb.vor.at?P=SQ&input=Wien%20Pilgramgasse&start=1,
OEFFHALTESTOGD.9313601,9313601,POINT (16.312202378130166 48.1991172725793),Hütteldorfer Straße,Hütteldorfer Straße,"49, 10, N49, U3",,4,https://anachb.vor.at?P=SQ&input=Wien%20Hütteldorfer%20Straße&start=1,
OEFFHALTESTOGD.9313602,9313602,POINT (16.39232274292899 48.21853450959927),Praterstern,Praterstern,"S1, REX1, CJX9, R1, 5B, R 21222, REX92, 82A, REX2, REX7, S2, U1, N25, O, U2, REX3, S4, N81, 175, S7, 5, S3, 80A",,5,https://anachb.vor.at?P=SQ&input=Wien%20Praterstern&start=1,
OEFFHALTESTOGD.9313603,9313603,POINT (16.39232271336234 48.21850753013031),Praterstern,Praterstern,"S1, REX1, CJX9, R1, 5B, R 21222, REX92, 82A, REX2, REX7, S2, U1, N25, O, U2, REX3, S4, N81, 175, S7, 5, S3, 80A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Praterstern&start=1,
OEFFHALTESTOGD.9313604,9313604,POINT (16.35835761488466 48.23563184898253),Spittelau,Spittelau,"REX41, N35, REX4, U4, 37A, N8, U6, R40, S40, D, 35A, N36",,5,https://anachb.vor.at?P=SQ&input=Wien%20Spittelau&start=1,
OEFFHALTESTOGD.9313605,9313605,POINT (16.35835760315676 48.23560486958279),Spittelau,Spittelau,"REX41, N35, REX4, U4, 37A, N8, U6, R40, S40, D, 35A, N36",,4,https://anachb.vor.at?P=SQ&input=Wien%20Spittelau&start=1,
OEFFHALTESTOGD.9313606,9313606,POINT (16.35533928250636 48.21001959354723),Rathaus,Rathaus,"U2, 2",,4,https://anachb.vor.at?P=SQ&input=Wien%20Rathaus&start=1,
OEFFHALTESTOGD.9313607,9313607,POINT (16.386268136256312 48.19478502641583),Rennweg,Rennweg,"S1, REX1, CJX9, R1, R 21222, 71, REX92, REX2, REX7, 77A, S2, O, REX3, S4, N71, U2Z, S7, S3",,5,https://anachb.vor.at?P=SQ&input=Wien%20Rennweg&start=1,
OEFFHALTESTOGD.9313608,9313608,POINT (16.367655105882672 48.19835674139007),Resselgasse,Resselgasse,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Resselgasse&start=1,
OEFFHALTESTOGD.9313609,9313609,POINT (16.378183320704768 48.174148650366455),Reumannplatz,Reumannplatz,"11, 7A, 227, 65A, N65, 68B, U1, N68, 6, N67, N6, N66, U2Z, 66A, D, 14A, 68A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Reumannplatz&start=1,
OEFFHALTESTOGD.9313610,9313610,POINT (16.391316595812246 48.202518106741714),Rochusgasse,Rochusgasse,"74A, N75, U3, 4A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Rochusgasse&start=1,
OEFFHALTESTOGD.9313611,9313611,POINT (16.367493439763944 48.22213452795063),Roßauer Lände,Roßauer Lände,U4,,4,https://anachb.vor.at?P=SQ&input=Wien%20Roßauer%20Lände&start=1,
OEFFHALTESTOGD.9313612,9313612,POINT (16.330042754488208 48.17337588359109),"Meidling S+U, Schedifkaplatz","Meidling S+U, Schedifkaplatz",WLB,,6,"https://anachb.vor.at?P=SQ&input=Wien%20Meidling%20S+U,%20Schedifkaplatz&start=1",
OEFFHALTESTOGD.9313613,9313613,POINT (16.37112261471922 48.216915350367564),Schottenring,Schottenring,"N60, 71, U4, N66, N31, U2, N38, 2, U2Z, 1, D, N25, 3A, 31",,4,https://anachb.vor.at?P=SQ&input=Wien%20Schottenring&start=1,
OEFFHALTESTOGD.9313614,9313614,POINT (16.362256253443515 48.21393447049287),Schottentor,Schottentor,"71, 42, 1, 1A, 40A, N41, N25, 44, N60, 40, N66, U2, N38, 41, 38, D, 37, 43, N43",,4,https://anachb.vor.at?P=SQ&input=Wien%20Schottentor&start=1,
OEFFHALTESTOGD.9313615,9313615,POINT (16.377886873814607 48.21174357067371),Schwedenplatz,Schwedenplatz,"N60, U4, N31, N66, N38, 2, U2Z, 1, 2A, N29, U1, N25",,4,https://anachb.vor.at?P=SQ&input=Wien%20Schwedenplatz&start=1,
OEFFHALTESTOGD.9313616,9313616,POINT (16.40744130486774 48.19402743753725),Schlachthausgasse,Schlachthausgasse,"77A, 18, N75, 80A, U3",,4,https://anachb.vor.at?P=SQ&input=Wien%20Schlachthausgasse&start=1,
OEFFHALTESTOGD.9313617,9313617,POINT (16.328389896215832 48.197883767968484),Schweglerstraße,Schweglerstraße,"12A, 49, 9, N49, U3",,4,https://anachb.vor.at?P=SQ&input=Wien%20Schweglerstraße&start=1,
OEFFHALTESTOGD.9313618,9313618,POINT (16.31946972406869 48.18589483054359),Schönbrunn,Schönbrunn,"N60, U4, 10A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Schönbrunn&start=1,
OEFFHALTESTOGD.9313619,9313619,POINT (16.331659733266218 48.163448430207644),Schöpfwerk,Schöpfwerk,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Schöpfwerk&start=1,
OEFFHALTESTOGD.9313620,9313620,POINT (16.362687411346254 48.185541405319164),Laurenzgasse,Laurenzgasse,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Laurenzgasse&start=1,
OEFFHALTESTOGD.9313621,9313621,POINT (16.325146926633614 48.135968664942574),Schönbrunner Allee,Schönbrunner Allee,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Schönbrunner%20Allee&start=1,
OEFFHALTESTOGD.9313622,9313622,POINT (16.450227971904845 48.27750419163055),Leopoldau,Leopoldau,"S1, REX1, CJX9, REX2, REX7, 32A, SV901, 510, S2, 36B, 29B, U1, N25, S7, S3",,5,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldau&start=1,
OEFFHALTESTOGD.9313623,9313623,POINT (16.45022791178775 48.2774772124806),Leopoldau,Leopoldau,"S1, REX1, CJX9, REX2, REX7, 32A, SV901, 510, S2, 36B, 29B, U1, N25, S7, S3",,4,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldau&start=1,
OEFFHALTESTOGD.9313624,9313624,POINT (16.28399529760523 48.134826676780094),Liesing,Liesing,"S1, R 21222, 64A, R 18503, R 18507, R 18502, 255, R 18501, R 18504, 259, 250, 61A, R 18505, N61, S3, R 18500, REX1, 207, 62A, R 18506, N65, S2, 61B, 257, 253, N66, REX3, S4, 258, 66A, 60A, 256",,5,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.9313625,9313625,POINT (16.400290861466598 48.25681452118094),Floridsdorf,Floridsdorf,"S1, R1, 33, R 21222, N20, REX92, G3, 26, REX2, 2, 850, U6, N30, 29B, 30, 500, 25, R3, 29A, 501, R 21170, 151, 31, 150, S3, REX1, N31, 502, 505, SV903, REX7, S2, REX3, S4, N29, SV901, 33A, S7, 34",,5,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.9313626,9313626,POINT (16.400290827667074 48.25678754189638),Floridsdorf,Floridsdorf,"S1, R1, 33, R 21222, N20, REX92, G3, 26, REX2, 2, 850, U6, N30, 29B, 30, 500, 25, R3, 29A, 501, R 21170, 151, 31, 150, S3, REX1, N31, 502, 505, SV903, REX7, S2, REX3, S4, N29, SV901, 33A, S7, 34",,4,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.9313627,9313627,POINT (16.361142389570404 48.22600969271365),Franz-Josefs-Bahnhof,Franz-Josefs-Bahnhof,"33, REX41, REX4, N38, R40, S40, D, 5",,5,https://anachb.vor.at?P=SQ&input=Wien%20Franz-Josefs-Bahnhof&start=1,
OEFFHALTESTOGD.9313628,9313628,POINT (16.364870358848687 48.22702400576565),Friedensbrücke,Friedensbrücke,"33, D, U4, 5",,4,https://anachb.vor.at?P=SQ&input=Wien%20Friedensbrücke&start=1,
OEFFHALTESTOGD.9313629,9313629,POINT (16.340059013316164 48.17934824888823),Flurschützstraße/Längenfeldgasse,Flurschützstraße/Längenfeldgasse,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Flurschützstraße/Längenfeldgasse&start=1,
OEFFHALTESTOGD.9313630,9313630,POINT (16.329108636218468 48.231179987968275),Gersthof,Gersthof,"42A, 40, N41, S45, 10A, 9, 41",,5,https://anachb.vor.at?P=SQ&input=Wien%20Gersthof&start=1,
OEFFHALTESTOGD.9313631,9313631,POINT (16.411115367441298 48.17949190411361),Zippererstraße,Zippererstraße,"U2Z, 71, U3, N71",,4,https://anachb.vor.at?P=SQ&input=Wien%20Zippererstraße&start=1,
OEFFHALTESTOGD.9313632,9313632,POINT (16.415301439931962 48.17433432614724),Enkplatz,Enkplatz,"11, N6, 71, 76B, N71, U3, 76A, U2Z, D, 15A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Enkplatz&start=1,
OEFFHALTESTOGD.9313633,9313633,POINT (16.33755274237635 48.190721896452864),Gumpendorfer Straße,Gumpendorfer Straße,"6, N8, U6, 18, N6, 57A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Gumpendorfer%20Straße&start=1,
OEFFHALTESTOGD.9313634,9313634,POINT (16.335836907196718 48.159451747075806),Gutheil-Schoder-Gasse,Gutheil-Schoder-Gasse,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Gutheil-Schoder-Gasse&start=1,
OEFFHALTESTOGD.9313674,9313674,POINT (16.319020442004707 48.12551231910284),Vösendorf Vösendorf-Siebenhirten,Vösendorf Vösendorf-Siebenhirten,WLB,,6,https://anachb.vor.at?P=SQ&input=Vösendorf%20Vösendorf-Siebenhirten&start=1,
OEFFHALTESTOGD.9313675,9313675,POINT (16.312875905039988 48.07787415011239),Wiener Neudorf Griesfeld,Wiener Neudorf Griesfeld,WLB,,6,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Griesfeld&start=1,
OEFFHALTESTOGD.9313676,9313676,POINT (16.314043712666614 48.087002105677314),Wiener Neudorf Bahnhof,Wiener Neudorf Bahnhof,WLB,,6,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Bahnhof&start=1,
OEFFHALTESTOGD.9313677,9313677,POINT (16.512606938854493 48.378500171472304),Wolkersdorf Bahnhof,Wolkersdorf Bahnhof,"516, 502, G3, 531, REX2, 505, 501, 514, 530, 500, 105, S7, 515",,5,https://anachb.vor.at?P=SQ&input=Wolkersdorf%20Bahnhof&start=1,
OEFFHALTESTOGD.9313678,9313678,POINT (16.175210042108386 48.326629728607095),Zeiselmauer Bahnhof,Zeiselmauer Bahnhof,"S40, 441",,5,https://anachb.vor.at?P=SQ&input=Zeiselmauer%20Bahnhof&start=1,
OEFFHALTESTOGD.9313679,9313679,POINT (16.258510067093358 48.00405923686688),Baden bei Wien Melkergründe,Baden bei Wien Melkergründe,WLB,,6,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Melkergründe&start=1,
OEFFHALTESTOGD.9313680,9313680,POINT (16.439717616788766 48.13247039071015),Kledering Bahnhof,Kledering Bahnhof,"S60, 70A, R95",,5,https://anachb.vor.at?P=SQ&input=Kledering%20Bahnhof&start=1,
OEFFHALTESTOGD.9313681,9313681,POINT (16.32630605762435 48.309759915075404),Klosterneuburg Kierling Bahnhof,Klosterneuburg Kierling Bahnhof,"403, 3, 400, 406, 2, 401, 402, 1, 413, R40, S40, 106, 404",,5,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Kierling%20Bahnhof&start=1,
OEFFHALTESTOGD.9313682,9313682,POINT (16.334768103844763 48.29724136891202),Klosterneuburg Weidling Bahnhof,Klosterneuburg Weidling Bahnhof,"401, 1, 413, R40, S40, 400, 2",,5,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Weidling%20Bahnhof&start=1,
OEFFHALTESTOGD.9313683,9313683,POINT (16.37799451405687 48.080907875673155),Achau Bahnhof,Achau Bahnhof,"215, S60, 217, 216",,5,https://anachb.vor.at?P=SQ&input=Achau%20Bahnhof&start=1,
OEFFHALTESTOGD.9313684,9313684,POINT (16.242726695377954 48.004080226831405),Baden bei Wien Bahnhof,Baden bei Wien Bahnhof,"S1, REX1, CJX9, 306, R 21222, R98, REX92, D 855, 315, S2, C, 320, REX93, R97, 301, A, R3, 310, 303, SV510, 108, REX3, S4, B, 308, 302, S3, RJ 1255",,5,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Bahnhof&start=1,
OEFFHALTESTOGD.9313685,9313685,POINT (16.233545991266723 48.00584434406678),Baden bei Wien Josefsplatz,Baden bei Wien Josefsplatz,WLB,,6,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Josefsplatz&start=1,
OEFFHALTESTOGD.9313686,9313686,POINT (16.241325350212232 48.003650549370235),Baden bei Wien Viadukt,Baden bei Wien Viadukt,WLB,,6,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Viadukt&start=1,
OEFFHALTESTOGD.9313687,9313687,POINT (16.34732647452918 48.31624797040405),Bisamberg Bahnhof,Bisamberg Bahnhof,"R3, R 21222, 856, S4, SV903, S3",,5,https://anachb.vor.at?P=SQ&input=Bisamberg%20Bahnhof&start=1,
OEFFHALTESTOGD.9313688,9313688,POINT (16.28808253885251 48.10511211599222),Brunn-Maria Enzersdorf Bahnhof,Brunn-Maria Enzersdorf Bahnhof,"S1, R3, 212, S2, S4, S3",,5,https://anachb.vor.at?P=SQ&input=Brunn-Maria%20Enzersdorf%20Bahnhof&start=1,
OEFFHALTESTOGD.9313689,9313689,POINT (16.565472404194274 48.303384397855545),Deutsch-Wagram Bahnhof,Deutsch-Wagram Bahnhof,"S1, REX1, 521, SV901, 554, 520",,5,https://anachb.vor.at?P=SQ&input=Deutsch-Wagram%20Bahnhof&start=1,
OEFFHALTESTOGD.9313690,9313690,POINT (16.596967176273267 48.31033924479657),Helmahof Bahnhof,Helmahof Bahnhof,"S1, 521, SV901, 522",,5,https://anachb.vor.at?P=SQ&input=Helmahof%20Bahnhof&start=1,
OEFFHALTESTOGD.9313691,9313691,POINT (16.614969131749895 48.11662795737818),Fischamend Bahnhof,Fischamend Bahnhof,"REX7, 221, 273, S7, 222",,5,https://anachb.vor.at?P=SQ&input=Fischamend%20Bahnhof&start=1,
OEFFHALTESTOGD.9313692,9313692,POINT (16.483726046604108 48.29333269559252),Gerasdorf bei Wien Bahnhof,Gerasdorf bei Wien Bahnhof,"25B, S2, S7, REX2, 511",,5,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Bahnhof&start=1,
OEFFHALTESTOGD.9313693,9313693,POINT (16.64008609421804 48.242326642902924),Glinzendorf Bahnhof,Glinzendorf Bahnhof,"R81, R 2548, REX81",,5,https://anachb.vor.at?P=SQ&input=Glinzendorf%20Bahnhof&start=1,
OEFFHALTESTOGD.9313694,9313694,POINT (16.49038216128521 48.035516922232034),Gramatneusiedl Bahnhof,Gramatneusiedl Bahnhof,"221, SV700, REX6, 248, 226, AST, REX63, REX64, S60, AIT, 222, REX62",,5,https://anachb.vor.at?P=SQ&input=Gramatneusiedl%20Bahnhof&start=1,
OEFFHALTESTOGD.9313695,9313695,POINT (16.23996038439991 48.34498660056986),Greifenstein-Altenberg Bahnhof,Greifenstein-Altenberg Bahnhof,"403, 413, S40",,5,https://anachb.vor.at?P=SQ&input=Greifenstein-Altenberg%20Bahnhof&start=1,
OEFFHALTESTOGD.9313696,9313696,POINT (16.285378561501208 48.04131322229579),Gumpoldskirchen Bahnhof,Gumpoldskirchen Bahnhof,"S1, R3, R 21222, SV510, 263, S4, S2, S3",,5,https://anachb.vor.at?P=SQ&input=Gumpoldskirchen%20Bahnhof&start=1,
OEFFHALTESTOGD.9313697,9313697,POINT (16.3122919667127 48.04852899087813),Guntramsdorf Lokalbahn,Guntramsdorf Lokalbahn,WLB,,6,https://anachb.vor.at?P=SQ&input=Guntramsdorf%20Lokalbahn&start=1,
OEFFHALTESTOGD.9313698,9313698,POINT (16.29754172355535 48.05198486362311),Guntramsdorf-Thallern Bahnhof,Guntramsdorf-Thallern Bahnhof,"S1, S2, R 21222, SV510, S4, S3",,5,https://anachb.vor.at?P=SQ&input=Guntramsdorf-Thallern%20Bahnhof&start=1,
OEFFHALTESTOGD.9313699,9313699,POINT (16.325263592058334 48.04451428211615),Guntramsdorf Kaiserau Bf,Guntramsdorf Kaiserau Bf,R95,,5,https://anachb.vor.at?P=SQ&input=Guntramsdorf%20Kaiserau%20Bf&start=1,
OEFFHALTESTOGD.9313700,9313700,POINT (16.58755252504443 48.025706908759425),Götzendorf/Leitha Bahnhof,Götzendorf/Leitha Bahnhof,"REX 9423, REX 9457, REX 9415, REX 9424, REX 9421, SV700, 248, REX6, 227, REX 9411, S60, REX62, 247",,5,https://anachb.vor.at?P=SQ&input=Götzendorf/Leitha%20Bahnhof&start=1,
OEFFHALTESTOGD.9313701,9313701,POINT (16.358384442341194 48.11247183715987),Hennersdorf bei Wien Bahnhof,Hennersdorf bei Wien Bahnhof,"S60, 266, 268",,5,https://anachb.vor.at?P=SQ&input=Hennersdorf%20bei%20Wien%20Bahnhof&start=1,
OEFFHALTESTOGD.9313702,9313702,POINT (16.444945623810906 48.08242622630268),Himberg (bei Wien) Bahnhof,Himberg (bei Wien) Bahnhof,"S60, SV700, REX6, REX62",,5,https://anachb.vor.at?P=SQ&input=Himberg%20(bei%20Wien)%20Bahnhof&start=1,
OEFFHALTESTOGD.9313703,9313703,POINT (16.315534939243058 48.11155118819798),Vösendorf SCS,Vösendorf SCS,WLB,,6,https://anachb.vor.at?P=SQ&input=Vösendorf%20SCS&start=1,
OEFFHALTESTOGD.9313704,9313704,POINT (16.272021151018862 48.35007325603798),Höflein an der Donau Bahnhof,Höflein an der Donau Bahnhof,"403, 413, R40, S40",,5,https://anachb.vor.at?P=SQ&input=Höflein%20an%20der%20Donau%20Bahnhof&start=1,
OEFFHALTESTOGD.9313705,9313705,POINT (16.494963930178432 48.31664817731733),Kapellerfeld Bahnhof,Kapellerfeld Bahnhof,"512, S2, REX2, S7, 513",,5,https://anachb.vor.at?P=SQ&input=Kapellerfeld%20Bahnhof&start=1,
OEFFHALTESTOGD.9313635,9313635,POINT (16.22357496755396 48.21039985367594),Hadersdorf,Hadersdorf,"450, 50B, S50",,5,https://anachb.vor.at?P=SQ&input=Wien%20Hadersdorf&start=1,
OEFFHALTESTOGD.9313636,9313636,POINT (16.42668313820962 48.17953687432581),Haidestraße,Haidestraße,"72A, 76B, S80, 76A",,5,https://anachb.vor.at?P=SQ&input=Wien%20Haidestraße&start=1,
OEFFHALTESTOGD.9313637,9313637,POINT (16.457782695724884 48.22088357797962),Hardeggasse,Hardeggasse,"95A, 25, 96A, U2, 92A, N26",,4,https://anachb.vor.at?P=SQ&input=Wien%20Hardeggasse&start=1,
OEFFHALTESTOGD.9313638,9313638,POINT (16.407028118246224 48.17502030823262),Geiselbergstraße,Geiselbergstraße,"11, N6, D, 69A, S7",,5,https://anachb.vor.at?P=SQ&input=Wien%20Geiselbergstraße&start=1,
OEFFHALTESTOGD.9313639,9313639,POINT (16.48670827184198 48.233462699832394),Hausfeldstraße,Hausfeldstraße,"N23, 97A, 95B, 540, U2, 26, 85A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Hausfeldstraße&start=1,
OEFFHALTESTOGD.9313640,9313640,POINT (16.365768700940226 48.249116579480685),Heiligenstadt,Heiligenstadt,"5B, 142, REX4, 10A, 413, 38A, S45, 38B, 11A, N36, REX41, 39A, U4, 400, R40, S40",,5,https://anachb.vor.at?P=SQ&input=Wien%20Heiligenstadt&start=1,
OEFFHALTESTOGD.9313641,9313641,POINT (16.365768685308325 48.249089600146135),Heiligenstadt,Heiligenstadt,"5B, 142, REX4, 10A, 413, 38A, S45, 38B, 11A, N36, REX41, 39A, U4, 400, R40, S40",,4,https://anachb.vor.at?P=SQ&input=Wien%20Heiligenstadt&start=1,
OEFFHALTESTOGD.9313642,9313642,POINT (16.379512901837128 48.23697504997021),Dresdner Straße,Dresdner Straße,"U6, N29, 5A, 2, 37A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Dresdner%20Straße&start=1,
OEFFHALTESTOGD.9313643,9313643,POINT (16.314870387679424 48.22325673455496),Hernals,Hernals,"445, 44A, 42A, S45, 43, 2, N43",,5,https://anachb.vor.at?P=SQ&input=Wien%20Hernals&start=1,
OEFFHALTESTOGD.9313644,9313644,POINT (16.365840529604437 48.2094807888373),Herrengasse,Herrengasse,"1A, 2A, U3",,4,https://anachb.vor.at?P=SQ&input=Wien%20Herrengasse&start=1,
OEFFHALTESTOGD.9313645,9313645,POINT (16.314412209092428 48.16610580844599),Hetzendorf,Hetzendorf,"S1, R3, R 21222, S4, 16A, S2, 64B, 62, S3",,5,https://anachb.vor.at?P=SQ&input=Wien%20Hetzendorf&start=1,
OEFFHALTESTOGD.9313646,9313646,POINT (16.303857101872556 48.18778743099592),Hietzing,Hietzing,"58A, 56A, N60, U4, 58B, 52, N54, 60, 49, 51A, 10, 56B",,4,https://anachb.vor.at?P=SQ&input=Wien%20Hietzing&start=1,
OEFFHALTESTOGD.9313647,9313647,POINT (16.468230130746626 48.23268189423833),Hirschstetten,Hirschstetten,"22A, R81, R 2548, 95B, S80",,5,https://anachb.vor.at?P=SQ&input=Wien%20Hirschstetten&start=1,
OEFFHALTESTOGD.9313648,9313648,POINT (16.261061485619905 48.19740779223404),Hütteldorf,Hütteldorf,"WB 910, 49A, WB 918, WB 962, 453, 50B, WB 903, WB 920, WB 959, WB 901, 451, WB 968, WB 928, WB 914, WB 930, WB 965, WB 964, WB 952, WB 961, WB 908, WB 948, REX51, WB 904, WB 960, N49, WB 967, WB 917,",,5,https://anachb.vor.at?P=SQ&input=Wien%20Hütteldorf&start=1,
OEFFHALTESTOGD.9313649,9313649,POINT (16.261061524992662 48.197380812674325),Hütteldorf,Hütteldorf,"WB 910, 49A, WB 918, WB 962, 453, 50B, WB 903, WB 920, WB 959, WB 901, 451, WB 968, WB 928, WB 914, WB 930, WB 965, WB 964, WB 952, WB 961, WB 908, WB 948, REX51, WB 904, WB 960, N49, WB 967, WB 917,",,4,https://anachb.vor.at?P=SQ&input=Wien%20Hütteldorf&start=1,
OEFFHALTESTOGD.9313650,9313650,POINT (16.36923603286789 48.138849204103416),Blumental,Blumental,"16A, S60",,5,https://anachb.vor.at?P=SQ&input=Wien%20Blumental&start=1,
OEFFHALTESTOGD.9313651,9313651,POINT (16.334399600630015 48.1499470931643),Inzersdorf Lokalbahn,Inzersdorf Lokalbahn,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Inzersdorf%20Lokalbahn&start=1,
OEFFHALTESTOGD.9313652,9313652,POINT (16.39687729808128 48.27319954589025),Jedlersdorf,Jedlersdorf,"R 21222, 36A, S4, REX3, SV903, R 21170, S7, S3",,5,https://anachb.vor.at?P=SQ&input=Wien%20Jedlersdorf&start=1,
OEFFHALTESTOGD.9313653,9313653,POINT (16.366101001447248 48.18990738286376),Johann-Strauß-Gasse,Johann-Strauß-Gasse,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Johann-Strauß-Gasse&start=1,
OEFFHALTESTOGD.9313654,9313654,POINT (16.31963143911802 48.19766817409349),Johnstraße,Johnstraße,"12A, 49, 10A, N49, U3",,4,https://anachb.vor.at?P=SQ&input=Wien%20Johnstraße&start=1,
OEFFHALTESTOGD.9313655,9313655,POINT (16.339151763567077 48.211378396869264),Josefstädter Straße,Josefstädter Straße,"N8, U6, 33, 2",,4,https://anachb.vor.at?P=SQ&input=Wien%20Josefstädter%20Straße&start=1,
OEFFHALTESTOGD.9313656,9313656,POINT (16.43356424640316 48.2434603854093),Kagran,Kagran,"25, 27A, 26, 26A, 2, N26, U1, N25, 27B, 94A, 93A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Kagran&start=1,
OEFFHALTESTOGD.9313657,9313657,POINT (16.443292907709203 48.250297846640926),Kagraner Platz,Kagraner Platz,"22A, N23, N24, N20, 26, 24A, 25A, 31A, U1, N25",,4,https://anachb.vor.at?P=SQ&input=Wien%20Kagraner%20Platz&start=1,
OEFFHALTESTOGD.9313658,9313658,POINT (16.4154902187942 48.232331849195624),Kaisermühlen-VIC,Kaisermühlen-VIC,"VAL 3, N90, U1, N25, 20A, 92A, 92B",,4,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.9313659,9313659,POINT (16.400524343403493 48.19732682553138),Kardinal-Nagl-Platz,Kardinal-Nagl-Platz,"77A, N75, U3",,4,https://anachb.vor.at?P=SQ&input=Wien%20Kardinal-Nagl-Platz&start=1,
OEFFHALTESTOGD.9313660,9313660,POINT (16.368939703223433 48.20094942817976),Karlsplatz,Karlsplatz,"N60, 59A, U4, U2, B01, 1, 096, N46, U1, 311, N62, N49, 4A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Karlsplatz&start=1,
OEFFHALTESTOGD.9313661,9313661,POINT (16.368939703223433 48.20094942817976),Karlsplatz,Karlsplatz,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Karlsplatz&start=1,
OEFFHALTESTOGD.9313662,9313662,POINT (16.376530434606547 48.1781262320454),Keplerplatz,Keplerplatz,"14A, U1",,4,https://anachb.vor.at?P=SQ&input=Wien%20Keplerplatz&start=1,
OEFFHALTESTOGD.9313663,9313663,POINT (16.358986445323204 48.1968119538385),Kettenbrückengasse,Kettenbrückengasse,"N60, U4",,4,https://anachb.vor.at?P=SQ&input=Wien%20Kettenbrückengasse&start=1,
OEFFHALTESTOGD.9313664,9313664,POINT (16.364457099592634 48.18279831734915),Kliebergasse,Kliebergasse,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Kliebergasse&start=1,
OEFFHALTESTOGD.9313665,9313665,POINT (16.340939396634024 48.24007133804924),Krottenbachstraße,Krottenbachstraße,"N35, S45, 35A",,5,https://anachb.vor.at?P=SQ&input=Wien%20Krottenbachstraße&start=1,
OEFFHALTESTOGD.9313666,9313666,POINT (16.384579359272443 48.206065473952755),Mitte-Landstraße,Mitte-Landstraße,"S1, REX1, CJX9, R1, R 21222, REX92, REX2, U3, 74A, REX7, CAT, S2, O, U4, N75, REX3, S4, S7, S3",,5,https://anachb.vor.at?P=SQ&input=Wien%20Mitte-Landstraße&start=1,
OEFFHALTESTOGD.9313667,9313667,POINT (16.384579333785798 48.2060384944216),Mitte-Landstraße,Mitte-Landstraße,"S1, REX1, CJX9, R1, R 21222, REX92, REX2, U3, 74A, REX7, CAT, S2, O, U4, N75, REX3, S4, S7, S3",,4,https://anachb.vor.at?P=SQ&input=Wien%20Mitte-Landstraße&start=1,
OEFFHALTESTOGD.9313668,9313668,POINT (16.634579522519285 48.31866718226411),Strasshof (Nordbahn) Bahnhof,Strasshof (Nordbahn) Bahnhof,"S1, REX1, SV901",,5,https://anachb.vor.at?P=SQ&input=Strasshof%20(Nordbahn)%20Bahnhof&start=1,
